"Sample","WGS/WES","Source","Organism","Events","Hyper","Body Site/Study","Status","Type","AEI","REI","ADAR","ADARB1","ADARB2"
"TCGA-02-0047-01A-01R-1849-01","NA","T","Hs","71694","0","TCGA-GBM","tumor","B","1.763","1.122","159.605","1.101","5.663"
"TCGA-02-0055-01A-01R-1849-01","NA","T","Hs","64355","0","TCGA-GBM","tumor","B","1.573","0.641","86.294","0.333","10.655"
"TCGA-02-2483-01A-01R-1849-01","NA","T","Hs","59076","0","TCGA-GBM","tumor","B","1.008","0.455","90.138","0.521","5.005"
"TCGA-02-2485-01A-01R-1849-01","NA","T","Hs","99021","0","TCGA-GBM","tumor","B","1.523","0.748","190.642","5.188","6.159"
"TCGA-02-2486-01A-01R-1849-01","NA","T","Hs","72065","0","TCGA-GBM","tumor","B","1.834","0.659","136.487","0.898","6.034"
"TCGA-04-1331-01A-01R-1569-13","NA","T","Hs","264761","0","TCGA-OV","tumor","B","1.257","0.857","188.436","0.022","5.295"
"TCGA-04-1332-01A-01R-1564-13","NA","T","Hs","119352","0","TCGA-OV","tumor","B","1.587","1.270","163.805","1.471","9.963"
"TCGA-04-1338-01A-01R-1564-13","NA","T","Hs","121208","0","TCGA-OV","tumor","B","1.876","0.787","72.171","0.007","3.825"
"TCGA-04-1341-01A-01R-1564-13","NA","T","Hs","96547","0","TCGA-OV","tumor","B","1.329","0.247","89.050","0.420","1.965"
"TCGA-04-1343-01A-01R-1564-13","NA","T","Hs","154731","0","TCGA-OV","tumor","B","1.336","0.393","74.796","0.560","6.319"
"TCGA-04-1347-01A-01R-1564-13","NA","T","Hs","90874","0","TCGA-OV","tumor","B","1.677","0.257","72.351","1.028","2.551"
"TCGA-04-1350-01A-01R-1565-13","NA","T","Hs","67442","0","TCGA-OV","tumor","B","1.068","0.140","42.818","0.026","1.180"
"TCGA-04-1356-01A-01R-1569-13","NA","T","Hs","205687","0","TCGA-OV","tumor","B","1.263","0.407","124.852","0.234","2.813"
"TCGA-04-1357-01A-01R-1565-13","NA","T","Hs","92804","0","TCGA-OV","tumor","B","1.646","0.475","143.178","0.027","3.699"
"TCGA-04-1361-01A-01R-1565-13","NA","T","Hs","235767","0","TCGA-OV","tumor","B","1.620","0.705","85.308","0.548","6.948"
"TCGA-04-1362-01A-01R-1565-13","NA","T","Hs","209487","0","TCGA-OV","tumor","B","1.290","0.253","126.199","0.044","4.397"
"TCGA-04-1364-01A-01R-1565-13","NA","T","Hs","86435","0","TCGA-OV","tumor","B","1.028","0.225","120.942","0.047","4.816"
"TCGA-04-1365-01A-01R-1565-13","NA","T","Hs","202092","0","TCGA-OV","tumor","B","1.519","0.524","177.431","0.202","2.757"
"TCGA-04-1514-01A-01R-1566-13","NA","T","Hs","202390","0","TCGA-OV","tumor","B","1.289","0.328","243.434","3.196","21.896"
"TCGA-04-1519-01A-01R-1565-13","NA","T","Hs","103349","0","TCGA-OV","tumor","B","1.856","0.424","134.426","1.043","6.536"
"TCGA-04-1530-01A-02R-1569-13","NA","T","Hs","117157","0","TCGA-OV","tumor","B","1.316","0.467","97.933","0.096","3.297"
"TCGA-04-1536-01A-01R-1566-13","NA","T","Hs","84978","0","TCGA-OV","tumor","B","1.743","0.644","115.404","0.000","4.950"
"TCGA-04-1542-01A-01R-1566-13","NA","T","Hs","53877","0","TCGA-OV","tumor","B","1.221","0.397","78.031","2.158","2.466"
"TCGA-04-1648-01A-01R-1567-13","NA","T","Hs","126058","0","TCGA-OV","tumor","B","1.007","0.353","79.713","0.656","2.117"
"TCGA-04-1651-01A-01R-1567-13","NA","T","Hs","196691","0","TCGA-OV","tumor","B","1.525","0.529","123.939","0.232","4.189"
"TCGA-04-1655-01A-01R-1566-13","NA","T","Hs","87308","0","TCGA-OV","tumor","B","1.234","0.180","71.541","0.009","1.912"
"TCGA-05-4244-01A-01R-1107-07","NA","T","Hs","100876","0","TCGA-LUAD","tumor","B","1.220","0.264","239.868","0.064","4.533"
"TCGA-05-4249-01A-01R-1107-07","NA","T","Hs","55013","0","TCGA-LUAD","tumor","B","0.960","0.247","311.891","0.252","6.778"
"TCGA-05-4250-01A-01R-1107-07","NA","T","Hs","44383","0","TCGA-LUAD","tumor","B","1.190","0.195","156.671","0.140","5.356"
"TCGA-05-4382-01A-01R-1206-07","NA","T","Hs","102780","0","TCGA-LUAD","tumor","B","1.357","0.726","186.701","0.190","10.701"
"TCGA-05-4384-01A-01R-1755-07","NA","T","Hs","38496","0","TCGA-LUAD","tumor","B","0.890","0.461","245.013","0.291","16.568"
"TCGA-05-4389-01A-01R-1206-07","NA","T","Hs","53888","0","TCGA-LUAD","tumor","B","1.349","0.405","242.229","0.225","2.922"
"TCGA-05-4390-01A-02R-1755-07","NA","T","Hs","23802","0","TCGA-LUAD","tumor","B","0.904","0.506","142.503","0.738","3.483"
"TCGA-05-4395-01A-01R-1206-07","NA","T","Hs","58021","0","TCGA-LUAD","tumor","B","1.168","0.217","142.455","0.046","3.110"
"TCGA-05-4396-01A-21R-1858-07","NA","T","Hs","28095","0","TCGA-LUAD","tumor","B","0.841","0.320","192.370","0.192","5.097"
"TCGA-05-4397-01A-01R-1206-07","NA","T","Hs","109289","0","TCGA-LUAD","tumor","B","1.539","0.415","223.796","0.000","1.995"
"TCGA-05-4398-01A-01R-1206-07","NA","T","Hs","126846","0","TCGA-LUAD","tumor","B","1.330","0.480","200.952","0.047","6.197"
"TCGA-05-4402-01A-01R-1206-07","NA","T","Hs","73559","0","TCGA-LUAD","tumor","B","1.050","0.303","208.724","0.013","5.216"
"TCGA-05-4403-01A-01R-1206-07","NA","T","Hs","45300","0","TCGA-LUAD","tumor","B","0.700","0.217","84.561","0.100","3.035"
"TCGA-05-4405-01A-21R-1858-07","NA","T","Hs","40621","0","TCGA-LUAD","tumor","B","1.134","0.908","261.256","0.083","10.062"
"TCGA-05-4410-01A-21R-1858-07","NA","T","Hs","30813","0","TCGA-LUAD","tumor","B","1.076","0.271","214.176","0.279","6.936"
"TCGA-05-4415-01A-22R-1858-07","NA","T","Hs","41005","0","TCGA-LUAD","tumor","B","1.275","1.159","371.207","0.115","15.384"
"TCGA-05-4417-01A-22R-1858-07","NA","T","Hs","30341","0","TCGA-LUAD","tumor","B","1.094","0.708","149.496","0.797","9.454"
"TCGA-05-4418-01A-01R-1206-07","NA","T","Hs","61831","0","TCGA-LUAD","tumor","B","1.329","1.172","159.489","0.095","4.696"
"TCGA-05-4420-01A-01R-1206-07","NA","T","Hs","64696","0","TCGA-LUAD","tumor","B","0.902","0.219","58.263","0.003","1.640"
"TCGA-05-4422-01A-01R-1206-07","NA","T","Hs","106074","0","TCGA-LUAD","tumor","B","1.236","0.968","185.006","0.180","2.555"
"TCGA-05-4424-01A-22R-1858-07","NA","T","Hs","34182","0","TCGA-LUAD","tumor","B","0.906","0.492","313.125","0.395","12.787"
"TCGA-05-4425-01A-01R-1755-07","NA","T","Hs","27800","0","TCGA-LUAD","tumor","B","1.000","0.445","138.305","0.019","8.254"
"TCGA-05-4426-01A-01R-1206-07","NA","T","Hs","72749","0","TCGA-LUAD","tumor","B","1.047","0.195","173.732","0.030","5.283"
"TCGA-05-4427-01A-21R-1858-07","NA","T","Hs","55467","0","TCGA-LUAD","tumor","B","1.576","0.586","357.073","0.190","9.430"
"TCGA-05-4430-01A-02R-1206-07","NA","T","Hs","48389","0","TCGA-LUAD","tumor","B","1.055","0.448","205.507","0.172","6.897"
"TCGA-05-4432-01A-01R-1206-07","NA","T","Hs","57962","0","TCGA-LUAD","tumor","B","0.989","0.424","160.459","1.979","5.355"
"TCGA-05-4433-01A-22R-1858-07","NA","T","Hs","26389","0","TCGA-LUAD","tumor","B","0.831","0.406","177.821","0.210","6.205"
"TCGA-05-4434-01A-01R-1206-07","NA","T","Hs","94813","0","TCGA-LUAD","tumor","B","1.120","0.279","214.979","0.316","7.826"
"TCGA-05-5420-01A-01R-1628-07","NA","T","Hs","22004","0","TCGA-LUAD","tumor","B","1.145","0.255","50.324","0.078","1.439"
"TCGA-05-5423-01A-01R-1628-07","NA","T","Hs","26764","0","TCGA-LUAD","tumor","B","1.127","0.403","95.170","0.192","2.737"
"TCGA-05-5425-01A-02R-1628-07","NA","T","Hs","32167","0","TCGA-LUAD","tumor","B","1.351","0.473","230.271","0.061","4.098"
"TCGA-05-5428-01A-01R-1628-07","NA","T","Hs","18121","0","TCGA-LUAD","tumor","B","0.864","0.125","49.960","0.028","1.880"
"TCGA-05-5429-01A-01R-1628-07","NA","T","Hs","19250","0","TCGA-LUAD","tumor","B","0.885","0.315","73.744","0.041","1.700"
"TCGA-05-5715-01A-01R-1628-07","NA","T","Hs","20953","0","TCGA-LUAD","tumor","B","0.859","1.424","205.543","0.089","5.816"
"TCGA-06-0125-01A-01R-1849-01","NA","T","Hs","124085","0","TCGA-GBM","tumor","B","1.299","0.732","127.274","0.233","5.793"
"TCGA-06-0129-01A-01R-1849-01","NA","T","Hs","206793","0","TCGA-GBM","tumor","B","1.822","0.915","344.354","0.888","4.714"
"TCGA-06-0130-01A-01R-1849-01","NA","T","Hs","90008","0","TCGA-GBM","tumor","B","1.436","0.755","166.006","0.265","11.588"
"TCGA-06-0132-01A-02R-1849-01","NA","T","Hs","56036","0","TCGA-GBM","tumor","B","1.623","0.770","76.740","3.606","4.034"
"TCGA-06-0138-01A-02R-1849-01","NA","T","Hs","82856","0","TCGA-GBM","tumor","B","1.537","1.121","63.897","3.406","2.506"
"TCGA-06-0139-01A-01R-1849-01","NA","T","Hs","16767","0","TCGA-GBM","tumor","B","1.504","0.702","55.285","0.909","4.581"
"TCGA-06-0141-01A-01R-1849-01","NA","T","Hs","94390","0","TCGA-GBM","tumor","B","1.478","0.793","53.291","0.799","3.229"
"TCGA-06-0156-01A-02R-1849-01","NA","T","Hs","107653","0","TCGA-GBM","tumor","B","1.607","0.908","120.746","0.392","5.755"
"TCGA-06-0156-01A-03R-1849-01","NA","T","Hs","98944","0","TCGA-GBM","tumor","B","1.641","0.904","103.333","0.308","3.812"
"TCGA-06-0157-01A-01R-1849-01","NA","T","Hs","95687","0","TCGA-GBM","tumor","B","1.593","0.629","126.479","5.222","3.668"
"TCGA-06-0158-01A-01R-1849-01","NA","T","Hs","139120","0","TCGA-GBM","tumor","B","1.784","1.156","199.729","2.422","5.859"
"TCGA-06-0168-01A-01R-1849-01","NA","T","Hs","13731","0","TCGA-GBM","tumor","B","1.792","0.982","122.303","2.665","4.835"
"TCGA-06-0174-01A-01R-1849-01","NA","T","Hs","65029","0","TCGA-GBM","tumor","B","1.256","0.669","105.191","2.105","3.721"
"TCGA-06-0178-01A-01R-1849-01","NA","T","Hs","60750","0","TCGA-GBM","tumor","B","1.524","0.545","37.431","0.384","1.576"
"TCGA-06-0184-01A-01R-1849-01","NA","T","Hs","71773","0","TCGA-GBM","tumor","B","1.585","0.959","80.581","1.692","3.134"
"TCGA-06-0187-01A-01R-1849-01","NA","T","Hs","87808","0","TCGA-GBM","tumor","B","1.755","0.585","182.686","0.097","5.208"
"TCGA-06-0190-01A-01R-1849-01","NA","T","Hs","69047","0","TCGA-GBM","tumor","B","1.446","0.682","95.565","0.356","7.275"
"TCGA-06-0210-01A-01R-1849-01","NA","T","Hs","90143","0","TCGA-GBM","tumor","B","1.367","0.464","97.650","0.354","2.657"
"TCGA-06-0211-01A-01R-1849-01","NA","T","Hs","73829","0","TCGA-GBM","tumor","B","1.246","0.537","132.816","0.123","4.385"
"TCGA-06-0211-01B-01R-1849-01","NA","T","Hs","84832","0","TCGA-GBM","tumor","B","1.269","0.761","124.024","0.585","4.087"
"TCGA-06-0219-01A-01R-1849-01","NA","T","Hs","79850","0","TCGA-GBM","tumor","B","1.832","0.689","40.413","1.408","1.385"
"TCGA-06-0238-01A-02R-1849-01","NA","T","Hs","127167","0","TCGA-GBM","tumor","B","2.168","0.489","74.994","2.159","3.460"
"TCGA-06-0644-01A-02R-1849-01","NA","T","Hs","51611","0","TCGA-GBM","tumor","B","1.194","0.661","91.215","0.055","3.988"
"TCGA-06-0645-01A-01R-1849-01","NA","T","Hs","70769","0","TCGA-GBM","tumor","B","1.401","0.614","106.895","1.610","4.357"
"TCGA-06-0646-01A-01R-1849-01","NA","T","Hs","107568","0","TCGA-GBM","tumor","B","1.584","0.965","128.270","1.138","4.840"
"TCGA-06-0649-01B-01R-1849-01","NA","T","Hs","81760","0","TCGA-GBM","tumor","B","1.880","1.364","127.968","0.220","5.630"
"TCGA-06-0686-01A-01R-1849-01","NA","T","Hs","34799","0","TCGA-GBM","tumor","B","1.441","0.623","79.680","2.332","5.055"
"TCGA-06-0743-01A-01R-1849-01","NA","T","Hs","152305","0","TCGA-GBM","tumor","B","1.585","0.736","75.362","0.111","3.509"
"TCGA-06-0744-01A-01R-1849-01","NA","T","Hs","142192","0","TCGA-GBM","tumor","B","1.558","0.869","72.557","0.670","3.861"
"TCGA-06-0745-01A-01R-1849-01","NA","T","Hs","94719","0","TCGA-GBM","tumor","B","1.583","0.492","64.240","0.459","2.868"
"TCGA-06-0747-01A-01R-1849-01","NA","T","Hs","136941","0","TCGA-GBM","tumor","B","1.669","0.661","162.272","0.602","5.331"
"TCGA-06-0749-01A-01R-1849-01","NA","T","Hs","86905","0","TCGA-GBM","tumor","B","1.713","0.552","74.182","3.552","4.727"
"TCGA-06-0750-01A-01R-1849-01","NA","T","Hs","95241","0","TCGA-GBM","tumor","B","1.341","0.810","71.044","0.324","4.880"
"TCGA-06-0878-01A-01R-1849-01","NA","T","Hs","38706","0","TCGA-GBM","tumor","B","1.536","0.581","116.641","0.481","5.190"
"TCGA-06-0882-01A-01R-1849-01","NA","T","Hs","88572","0","TCGA-GBM","tumor","B","1.612","0.644","109.998","2.136","4.574"
"TCGA-06-1804-01A-01R-1849-01","NA","T","Hs","172198","0","TCGA-GBM","tumor","B","1.882","1.178","267.484","1.401","11.528"
"TCGA-06-2557-01A-01R-1849-01","NA","T","Hs","133576","0","TCGA-GBM","tumor","B","1.622","0.648","176.581","4.297","5.497"
"TCGA-06-2558-01A-01R-1849-01","NA","T","Hs","81544","0","TCGA-GBM","tumor","B","1.458","0.616","99.984","1.822","4.562"
"TCGA-06-2559-01A-01R-1849-01","NA","T","Hs","111635","0","TCGA-GBM","tumor","B","1.737","0.775","132.855","2.597","5.751"
"TCGA-06-2561-01A-02R-1849-01","NA","T","Hs","92404","0","TCGA-GBM","tumor","B","1.691","0.768","119.710","2.662","4.900"
"TCGA-06-2562-01A-01R-1849-01","NA","T","Hs","90986","0","TCGA-GBM","tumor","B","1.318","0.684","109.593","0.874","6.105"
"TCGA-06-2563-01A-01R-1849-01","NA","T","Hs","77594","0","TCGA-GBM","tumor","B","1.202","0.465","130.670","0.577","4.580"
"TCGA-06-2564-01A-01R-1849-01","NA","T","Hs","102753","0","TCGA-GBM","tumor","B","1.335","0.722","143.670","0.938","5.039"
"TCGA-06-2565-01A-01R-1849-01","NA","T","Hs","139928","0","TCGA-GBM","tumor","B","1.384","0.681","177.626","3.148","7.414"
"TCGA-06-2567-01A-01R-1849-01","NA","T","Hs","135903","0","TCGA-GBM","tumor","B","2.066","1.074","255.433","0.468","5.221"
"TCGA-06-2569-01A-01R-1849-01","NA","T","Hs","111838","0","TCGA-GBM","tumor","B","1.422","0.248","213.003","1.326","28.716"
"TCGA-06-2570-01A-01R-1849-01","NA","T","Hs","101881","0","TCGA-GBM","tumor","B","1.231","0.752","102.892","1.502","4.475"
"TCGA-06-5408-01A-01R-1849-01","NA","T","Hs","73411","0","TCGA-GBM","tumor","B","1.414","0.453","194.771","0.134","7.734"
"TCGA-06-5410-01A-01R-1849-01","NA","T","Hs","57091","0","TCGA-GBM","tumor","B","1.428","0.662","83.862","1.694","4.165"
"TCGA-06-5411-01A-01R-1849-01","NA","T","Hs","77384","0","TCGA-GBM","tumor","B","1.334","0.681","74.979","6.095","5.843"
"TCGA-06-5412-01A-01R-1849-01","NA","T","Hs","57208","0","TCGA-GBM","tumor","B","1.335","0.423","85.370","0.665","4.807"
"TCGA-06-5413-01A-01R-1849-01","NA","T","Hs","60665","0","TCGA-GBM","tumor","B","1.239","0.449","104.774","0.483","4.826"
"TCGA-06-5414-01A-01R-1849-01","NA","T","Hs","79617","0","TCGA-GBM","tumor","B","1.425","0.873","151.586","0.390","4.683"
"TCGA-06-5416-01A-01R-1849-01","NA","T","Hs","38792","0","TCGA-GBM","tumor","B","1.195","0.695","63.348","2.494","10.080"
"TCGA-06-5417-01A-01R-1849-01","NA","T","Hs","17681","0","TCGA-GBM","tumor","B","2.091","0.981","187.195","0.159","1.575"
"TCGA-06-5418-01A-01R-1849-01","NA","T","Hs","99745","0","TCGA-GBM","tumor","B","1.916","0.951","98.814","0.160","3.584"
"TCGA-06-5856-01A-01R-1849-01","NA","T","Hs","84951","0","TCGA-GBM","tumor","B","1.462","0.533","134.637","0.392","5.820"
"TCGA-06-5858-01A-01R-1849-01","NA","T","Hs","71151","0","TCGA-GBM","tumor","B","1.381","0.653","159.180","2.500","7.020"
"TCGA-06-5859-01A-01R-1849-01","NA","T","Hs","82600","0","TCGA-GBM","tumor","B","1.746","0.706","166.187","1.663","3.063"
"TCGA-08-0386-01A-01R-1849-01","NA","T","Hs","102265","0","TCGA-GBM","tumor","B","1.859","0.900","179.348","1.410","9.622"
"TCGA-09-0364-01A-02R-1564-13","NA","T","Hs","87366","0","TCGA-OV","tumor","B","1.291","0.247","202.104","0.547","6.022"
"TCGA-09-0366-01A-01R-1564-13","NA","T","Hs","172035","0","TCGA-OV","tumor","B","1.210","0.378","114.332","0.072","4.499"
"TCGA-09-0367-01A-01R-1564-13","NA","T","Hs","45828","0","TCGA-OV","tumor","B","1.329","0.194","89.015","0.231","3.218"
"TCGA-09-0369-01A-01R-1564-13","NA","T","Hs","81637","0","TCGA-OV","tumor","B","1.082","0.568","131.985","0.243","3.092"
"TCGA-09-1659-01B-01R-1564-13","NA","T","Hs","120181","0","TCGA-OV","tumor","B","1.489","0.331","83.384","0.092","1.523"
"TCGA-09-1661-01B-01R-1566-13","NA","T","Hs","97089","0","TCGA-OV","tumor","B","1.344","0.736","72.802","0.433","1.293"
"TCGA-09-1662-01A-01R-1566-13","NA","T","Hs","180575","0","TCGA-OV","tumor","B","1.187","0.259","184.966","0.179","1.993"
"TCGA-09-1665-01B-01R-1566-13","NA","T","Hs","394345","0","TCGA-OV","tumor","B","2.522","0.641","96.755","1.347","1.006"
"TCGA-09-1666-01A-01R-1566-13","NA","T","Hs","94874","0","TCGA-OV","tumor","B","1.599","0.373","232.740","0.189","4.242"
"TCGA-09-1667-01C-01R-1566-13","NA","T","Hs","134980","0","TCGA-OV","tumor","B","1.454","0.384","231.333","0.596","6.270"
"TCGA-09-1668-01B-01R-1566-13","NA","T","Hs","198987","0","TCGA-OV","tumor","B","1.511","0.805","299.083","0.593","4.508"
"TCGA-09-1669-01A-01R-1566-13","NA","T","Hs","109821","0","TCGA-OV","tumor","B","1.213","0.409","88.556","0.884","2.761"
"TCGA-09-1670-01A-01R-1566-13","NA","T","Hs","133586","0","TCGA-OV","tumor","B","1.530","0.265","186.667","0.682","12.337"
"TCGA-09-1673-01A-01R-1566-13","NA","T","Hs","169234","0","TCGA-OV","tumor","B","1.610","0.436","167.008","1.808","5.324"
"TCGA-09-2044-01B-01R-1568-13","NA","T","Hs","93331","0","TCGA-OV","tumor","B","2.003","1.025","120.907","1.389","1.641"
"TCGA-09-2045-01A-01R-1568-13","NA","T","Hs","76645","0","TCGA-OV","tumor","B","1.506","0.647","323.475","0.192","5.871"
"TCGA-09-2048-01A-01R-1568-13","NA","T","Hs","82214","0","TCGA-OV","tumor","B","0.893","0.199","35.026","0.283","1.184"
"TCGA-09-2051-01A-01R-1568-13","NA","T","Hs","211052","0","TCGA-OV","tumor","B","1.987","0.716","449.483","0.066","3.534"
"TCGA-09-2053-01C-01R-1568-13","NA","T","Hs","142949","0","TCGA-OV","tumor","B","1.243","0.300","77.635","0.242","2.016"
"TCGA-09-2054-01A-01R-1568-13","NA","T","Hs","57346","0","TCGA-OV","tumor","B","1.246","0.360","196.198","0.835","6.549"
"TCGA-09-2056-01B-01R-1568-13","NA","T","Hs","84753","0","TCGA-OV","tumor","B","1.810","0.200","81.672","0.000","0.643"
"TCGA-10-0927-01A-02R-1564-13","NA","T","Hs","36060","0","TCGA-OV","tumor","B","1.117","0.241","70.558","0.341","3.807"
"TCGA-10-0928-01A-02R-1564-13","NA","T","Hs","91757","0","TCGA-OV","tumor","B","1.545","0.254","130.302","0.122","3.430"
"TCGA-10-0931-01A-01R-1564-13","NA","T","Hs","185399","0","TCGA-OV","tumor","B","1.552","0.280","88.491","0.068","1.988"
"TCGA-10-0933-01A-01R-1569-13","NA","T","Hs","207144","0","TCGA-OV","tumor","B","1.855","1.083","136.843","0.135","2.179"
"TCGA-10-0936-01A-01R-1564-13","NA","T","Hs","180675","0","TCGA-OV","tumor","B","1.674","0.488","105.267","0.112","7.024"
"TCGA-10-0937-01A-02R-1564-13","NA","T","Hs","25384","0","TCGA-OV","tumor","B","1.536","0.402","84.626","0.041","1.170"
"TCGA-10-0938-01A-02R-1564-13","NA","T","Hs","61973","0","TCGA-OV","tumor","B","1.383","0.208","131.590","0.377","5.216"
"TCGA-12-0616-01A-01R-1849-01","NA","T","Hs","59716","0","TCGA-GBM","tumor","B","1.592","0.588","82.450","0.442","4.384"
"TCGA-12-0618-01A-01R-1849-01","NA","T","Hs","143260","0","TCGA-GBM","tumor","B","1.723","0.698","109.469","3.636","3.407"
"TCGA-12-0619-01A-01R-1849-01","NA","T","Hs","128166","0","TCGA-GBM","tumor","B","1.916","0.727","214.384","0.481","7.720"
"TCGA-12-0821-01A-01R-1849-01","NA","T","Hs","70356","0","TCGA-GBM","tumor","B","1.309","0.679","96.929","2.750","6.162"
"TCGA-12-1597-01B-01R-1849-01","NA","T","Hs","46034","0","TCGA-GBM","tumor","B","1.321","0.405","56.532","4.177","2.970"
"TCGA-12-3650-01A-01R-1849-01","NA","T","Hs","33814","0","TCGA-GBM","tumor","B","1.431","0.514","76.409","1.090","2.414"
"TCGA-12-3652-01A-01R-1849-01","NA","T","Hs","52216","0","TCGA-GBM","tumor","B","1.835","0.721","51.706","0.535","1.159"
"TCGA-12-3653-01A-01R-1849-01","NA","T","Hs","56911","0","TCGA-GBM","tumor","B","2.050","0.956","303.663","0.112","1.990"
"TCGA-12-5295-01A-01R-1849-01","NA","T","Hs","40120","0","TCGA-GBM","tumor","B","1.571","0.787","58.821","0.309","0.876"
"TCGA-12-5299-01A-02R-1849-01","NA","T","Hs","63677","0","TCGA-GBM","tumor","B","1.584","0.744","126.738","0.260","3.721"
"TCGA-13-0714-01A-01R-1564-13","NA","T","Hs","21337","0","TCGA-OV","tumor","B","1.211","0.515","61.117","0.000","3.825"
"TCGA-13-0720-01A-01R-1564-13","NA","T","Hs","135072","0","TCGA-OV","tumor","B","1.499","0.445","85.250","0.216","3.564"
"TCGA-13-0724-01A-01R-1564-13","NA","T","Hs","77723","0","TCGA-OV","tumor","B","1.471","0.351","73.137","0.367","3.908"
"TCGA-13-0725-01A-01R-1564-13","NA","T","Hs","62434","0","TCGA-OV","tumor","B","1.593","0.584","77.160","0.005","3.919"
"TCGA-13-0726-01A-01R-1564-13","NA","T","Hs","143005","0","TCGA-OV","tumor","B","1.929","0.486","95.589","0.159","4.258"
"TCGA-13-0727-01A-01R-1564-13","NA","T","Hs","92174","0","TCGA-OV","tumor","B","1.896","0.360","108.475","0.139","3.864"
"TCGA-13-0730-01A-01R-1564-13","NA","T","Hs","56327","0","TCGA-OV","tumor","B","1.465","0.479","197.247","0.292","5.180"
"TCGA-13-0762-01A-01R-1564-13","NA","T","Hs","219600","0","TCGA-OV","tumor","B","1.177","0.187","83.172","0.211","1.752"
"TCGA-13-0765-01A-01R-1564-13","NA","T","Hs","95127","0","TCGA-OV","tumor","B","1.454","0.278","84.113","0.069","1.822"
"TCGA-13-0766-01A-02R-1564-13","NA","T","Hs","19281","0","TCGA-OV","tumor","B","1.517","0.318","72.415","0.053","1.522"
"TCGA-13-0768-01A-01R-1569-13","NA","T","Hs","134917","0","TCGA-OV","tumor","B","1.177","1.047","80.937","0.155","4.288"
"TCGA-13-0795-01A-01R-1564-13","NA","T","Hs","59265","0","TCGA-OV","tumor","B","1.990","0.312","79.886","0.106","4.274"
"TCGA-13-0797-01A-01R-1564-13","NA","T","Hs","106404","0","TCGA-OV","tumor","B","1.665","0.731","161.425","0.000","14.340"
"TCGA-13-0800-01A-01R-1564-13","NA","T","Hs","115298","0","TCGA-OV","tumor","B","1.471","0.762","266.487","0.556","1.376"
"TCGA-13-0804-01A-01R-1564-13","NA","T","Hs","86157","0","TCGA-OV","tumor","B","1.531","0.274","73.904","0.557","2.864"
"TCGA-13-0883-01A-02R-1569-13","NA","T","Hs","89091","0","TCGA-OV","tumor","B","1.548","0.408","170.050","0.277","10.220"
"TCGA-13-0884-01B-01R-1565-13","NA","T","Hs","115439","0","TCGA-OV","tumor","B","1.461","0.421","69.534","0.000","2.920"
"TCGA-13-0885-01A-02R-1569-13","NA","T","Hs","79477","0","TCGA-OV","tumor","B","1.651","0.349","126.591","0.405","11.540"
"TCGA-13-0886-01A-01R-1569-13","NA","T","Hs","157849","0","TCGA-OV","tumor","B","1.438","0.701","84.463","0.075","5.592"
"TCGA-13-0887-01A-01R-1564-13","NA","T","Hs","101682","0","TCGA-OV","tumor","B","1.643","0.530","77.419","0.136","2.304"
"TCGA-13-0888-01A-01R-1564-13","NA","T","Hs","70800","0","TCGA-OV","tumor","B","1.136","0.268","52.408","0.886","4.714"
"TCGA-13-0891-01A-01R-1564-13","NA","T","Hs","33321","0","TCGA-OV","tumor","B","1.016","0.279","74.175","0.185","1.846"
"TCGA-13-0893-01B-01R-1565-13","NA","T","Hs","119806","0","TCGA-OV","tumor","B","1.983","1.116","218.386","0.148","10.430"
"TCGA-13-0897-01A-01R-1564-13","NA","T","Hs","40631","0","TCGA-OV","tumor","B","1.648","0.486","177.284","0.000","2.529"
"TCGA-13-0900-01B-01R-1565-13","NA","T","Hs","225326","0","TCGA-OV","tumor","B","2.333","1.285","137.182","0.080","4.989"
"TCGA-13-0901-01B-01R-1565-13","NA","T","Hs","154850","0","TCGA-OV","tumor","B","1.545","0.246","52.247","0.110","1.280"
"TCGA-13-0905-01B-01R-1565-13","NA","T","Hs","167199","0","TCGA-OV","tumor","B","1.704","1.084","118.465","0.197","7.659"
"TCGA-13-0906-01A-01R-1564-13","NA","T","Hs","95588","0","TCGA-OV","tumor","B","1.644","0.588","162.141","0.653","2.473"
"TCGA-13-0908-01B-01R-1565-13","NA","T","Hs","153918","0","TCGA-OV","tumor","B","1.318","0.659","155.687","0.436","9.599"
"TCGA-13-0911-01A-01R-1564-13","NA","T","Hs","45651","0","TCGA-OV","tumor","B","1.484","0.773","73.896","0.038","2.749"
"TCGA-13-0916-01A-01R-1564-13","NA","T","Hs","288519","0","TCGA-OV","tumor","B","1.785","0.643","272.620","0.805","6.104"
"TCGA-13-0920-01A-01R-1564-13","NA","T","Hs","97326","0","TCGA-OV","tumor","B","2.144","0.427","118.100","0.996","2.971"
"TCGA-13-0923-01A-01R-1564-13","NA","T","Hs","53202","0","TCGA-OV","tumor","B","1.639","0.523","196.445","0.737","2.388"
"TCGA-13-0924-01A-01R-1564-13","NA","T","Hs","39407","0","TCGA-OV","tumor","B","1.315","0.258","93.574","0.097","3.703"
"TCGA-13-1403-01A-01R-1565-13","NA","T","Hs","150744","0","TCGA-OV","tumor","B","1.368","0.426","95.477","0.036","5.228"
"TCGA-13-1404-01A-01R-1565-13","NA","T","Hs","132727","0","TCGA-OV","tumor","B","1.672","0.638","90.365","0.048","3.806"
