"Sample","WGS/WES","Source","Organism","Events","Hyper","Body Site/Study","Status","Type","AEI","REI","ADAR","ADARB1","ADARB2"
"TCGA-P3-A6T2-01A-11R-A34R-07","NA","T","Hs","32192","0","TCGA-HNSC","tumor","B","0.909","0.259","123.611","0.056","7.945"
"TCGA-P3-A6T3-01A-11R-A34R-07","NA","T","Hs","24567","0","TCGA-HNSC","tumor","B","0.803","0.272","70.844","0.007","5.057"
"TCGA-P3-A6T4-01A-11R-A34R-07","NA","T","Hs","34349","0","TCGA-HNSC","tumor","B","1.187","0.245","149.170","0.108","9.645"
"TCGA-P3-A6T5-01A-11R-A34R-07","NA","T","Hs","29072","0","TCGA-HNSC","tumor","B","0.723","0.277","84.081","0.019","3.621"
"TCGA-P3-A6T6-01A-11R-A34R-07","NA","T","Hs","21230","0","TCGA-HNSC","tumor","B","0.760","0.196","84.748","0.224","3.657"
"TCGA-P3-A6T7-01A-11R-A34R-07","NA","T","Hs","35704","0","TCGA-HNSC","tumor","B","0.995","0.387","107.866","0.024","6.482"
"TCGA-P3-A6T8-01A-11R-A34R-07","NA","T","Hs","24742","0","TCGA-HNSC","tumor","B","0.734","0.402","113.043","0.074","6.540"
"TCGA-P4-A5E6-01A-11R-A28H-07","NA","T","Hs","40472","0","TCGA-KIRP","tumor","B","1.020","0.389","43.309","0.080","1.930"
"TCGA-P4-A5E7-01A-31R-A28H-07","NA","T","Hs","56048","0","TCGA-KIRP","tumor","B","0.775","0.404","80.288","0.114","4.963"
"TCGA-P4-A5E8-01A-11R-A28H-07","NA","T","Hs","25653","0","TCGA-KIRP","tumor","B","0.972","0.572","82.205","0.056","5.154"
"TCGA-P4-A5EA-01A-11R-A28H-07","NA","T","Hs","30587","0","TCGA-KIRP","tumor","B","0.900","0.230","39.849","0.000","5.215"
"TCGA-P4-A5EB-01A-11R-A28H-07","NA","T","Hs","43244","0","TCGA-KIRP","tumor","B","0.735","0.322","79.847","0.041","2.362"
"TCGA-P4-A5ED-01A-11R-A28H-07","NA","T","Hs","45446","0","TCGA-KIRP","tumor","B","1.039","0.620","68.665","0.049","7.877"
"TCGA-P4-AAVK-01A-11R-A42S-07","NA","T","Hs","43839","0","TCGA-KIRP","tumor","B","1.086","0.205","45.890","0.049","2.376"
"TCGA-P4-AAVL-01A-11R-A42S-07","NA","T","Hs","36458","0","TCGA-KIRP","tumor","B","1.271","0.733","68.376","0.187","13.906"
"TCGA-P4-AAVM-01A-11R-A42S-07","NA","T","Hs","17592","0","TCGA-KIRP","tumor","B","1.084","0.273","44.517","0.015","0.970"
"TCGA-P4-AAVO-01A-11R-A42S-07","NA","T","Hs","21296","0","TCGA-KIRP","tumor","B","1.228","1.017","33.967","0.028","2.600"
"TCGA-P5-A5ET-01A-11R-A27Q-07","NA","T","Hs","65244","0","TCGA-LGG","tumor","B","1.132","0.579","102.101","7.785","6.430"
"TCGA-P5-A5EU-01A-11R-A27Q-07","NA","T","Hs","55671","0","TCGA-LGG","tumor","B","1.062","0.508","166.667","0.276","4.531"
"TCGA-P5-A5EV-01A-11R-A27Q-07","NA","T","Hs","48759","0","TCGA-LGG","tumor","B","0.979","0.462","92.572","3.773","3.973"
"TCGA-P5-A5EW-01A-11R-A27Q-07","NA","T","Hs","49955","0","TCGA-LGG","tumor","B","0.986","0.482","140.474","11.906","4.929"
"TCGA-P5-A5EX-01A-12R-A28M-07","NA","T","Hs","43376","0","TCGA-LGG","tumor","B","1.134","0.911","127.219","9.365","5.573"
"TCGA-P5-A5EY-01A-11R-A27Q-07","NA","T","Hs","42102","0","TCGA-LGG","tumor","B","1.159","0.604","77.745","9.173","8.612"
"TCGA-P5-A5EZ-01A-11R-A27Q-07","NA","T","Hs","53719","0","TCGA-LGG","tumor","B","1.023","0.533","57.934","9.811","3.119"
"TCGA-P5-A5F0-01A-11R-A28M-07","NA","T","Hs","64806","0","TCGA-LGG","tumor","B","1.278","1.882","122.347","8.068","15.241"
"TCGA-P5-A5F1-01A-11R-A28M-07","NA","T","Hs","47801","0","TCGA-LGG","tumor","B","1.333","1.158","195.804","7.644","2.867"
"TCGA-P5-A5F2-01A-11R-A28M-07","NA","T","Hs","55255","0","TCGA-LGG","tumor","B","1.154","0.873","81.932","8.045","8.283"
"TCGA-P5-A5F4-01A-11R-A28M-07","NA","T","Hs","50107","0","TCGA-LGG","tumor","B","1.158","0.806","90.781","7.395","13.842"
"TCGA-P5-A5F6-01A-11R-A28M-07","NA","T","Hs","28706","0","TCGA-LGG","tumor","B","1.038","2.451","103.058","0.007","4.545"
"TCGA-P5-A72U-01A-31R-A32Q-07","NA","T","Hs","38767","0","TCGA-LGG","tumor","B","0.776","0.560","60.615","0.401","4.802"
"TCGA-P5-A72W-01A-11R-A32Q-07","NA","T","Hs","52248","0","TCGA-LGG","tumor","B","1.192","0.405","74.636","1.245","3.227"
"TCGA-P5-A72X-01A-11R-A32Q-07","NA","T","Hs","68629","0","TCGA-LGG","tumor","B","1.233","0.693","91.533","4.318","6.832"
"TCGA-P5-A72Z-01A-11R-A32Q-07","NA","T","Hs","59060","0","TCGA-LGG","tumor","B","0.768","0.355","111.410","12.111","7.349"
"TCGA-P5-A730-01A-11R-A32Q-07","NA","T","Hs","44470","0","TCGA-LGG","tumor","B","1.285","0.732","102.279","5.832","2.674"
"TCGA-P5-A731-01A-11R-A32Q-07","NA","T","Hs","47559","0","TCGA-LGG","tumor","B","1.052","0.634","94.126","8.582","7.098"
"TCGA-P5-A733-01A-11R-A32Q-07","NA","T","Hs","50026","0","TCGA-LGG","tumor","B","1.088","0.374","63.673","4.564","3.740"
"TCGA-P5-A735-01A-11R-A32Q-07","NA","T","Hs","39205","0","TCGA-LGG","tumor","B","0.981","0.604","101.530","7.558","7.957"
"TCGA-P5-A736-01A-11R-A32Q-07","NA","T","Hs","44784","0","TCGA-LGG","tumor","B","1.086","0.507","81.725","20.567","3.897"
"TCGA-P5-A737-01A-11R-A32Q-07","NA","T","Hs","58716","0","TCGA-LGG","tumor","B","1.216","0.611","107.151","22.948","6.414"
"TCGA-P5-A77W-01A-11R-A32Q-07","NA","T","Hs","56783","0","TCGA-LGG","tumor","B","0.970","0.442","94.163","6.984","6.329"
"TCGA-P5-A77X-01A-11R-A32Q-07","NA","T","Hs","68882","0","TCGA-LGG","tumor","B","1.165","0.852","76.006","18.350","9.157"
"TCGA-P5-A780-01A-12R-A32Q-07","NA","T","Hs","64588","0","TCGA-LGG","tumor","B","1.083","0.520","91.184","7.090","4.905"
"TCGA-P5-A781-01A-11R-A32Q-07","NA","T","Hs","60381","0","TCGA-LGG","tumor","B","1.133","0.569","86.433","15.860","5.382"
"TCGA-P6-A5OF-01A-11R-A29S-07","NA","T","Hs","59748","0","TCGA-ACC","tumor","B","1.272","0.524","51.992","0.048","10.625"
"TCGA-P6-A5OG-01A-22R-A29S-07","NA","T","Hs","42249","0","TCGA-ACC","tumor","B","0.867","0.425","86.584","0.138","8.588"
"TCGA-P7-A5NX-01A-11R-A35K-07","NA","T","Hs","43504","0","TCGA-PCPG","tumor","B","1.468","0.890","156.984","0.764","11.232"
"TCGA-P7-A5NY-01A-12R-A35K-07","NA","T","Hs","73247","0","TCGA-PCPG","tumor","B","1.472","1.916","282.912","0.094","36.674"
"TCGA-P8-A5KC-01A-11R-A35K-07","NA","T","Hs","31556","0","TCGA-PCPG","tumor","B","1.254","1.373","147.548","1.002","14.336"
"TCGA-P8-A5KD-01A-11R-A35K-07","NA","T","Hs","69448","0","TCGA-PCPG","tumor","B","1.493","0.935","206.419","0.136","34.315"
"TCGA-P8-A6RX-01A-11R-A35K-07","NA","T","Hs","40917","0","TCGA-PCPG","tumor","B","1.148","0.800","127.975","0.200","8.305"
"TCGA-P8-A6RY-01A-12R-A35K-07","NA","T","Hs","25172","0","TCGA-PCPG","tumor","B","1.510","1.476","66.239","0.000","5.737"
"TCGA-PA-A5YG-01A-11R-A29S-07","NA","T","Hs","39538","0","TCGA-ACC","tumor","B","1.125","0.384","33.671","0.051","2.856"
"TCGA-PC-A5DK-01A-11R-A27Q-07","NA","T","Hs","35912","0","TCGA-SARC","tumor","B","1.183","1.000","159.851","0.243","13.264"
"TCGA-PC-A5DL-01A-11R-A26T-07","NA","T","Hs","69744","0","TCGA-SARC","tumor","B","1.110","0.612","146.272","0.117","8.625"
"TCGA-PC-A5DM-01A-11R-A27Q-07","NA","T","Hs","25044","0","TCGA-SARC","tumor","B","1.245","1.130","95.729","0.000","29.413"
"TCGA-PC-A5DN-01A-12R-A27Q-07","NA","T","Hs","53184","0","TCGA-SARC","tumor","B","0.918","1.282","133.924","1.225","23.214"
"TCGA-PC-A5DO-01A-11R-A26T-07","NA","T","Hs","60673","0","TCGA-SARC","tumor","B","1.253","1.934","162.146","0.000","28.973"
"TCGA-PC-A5DP-01A-11R-A26T-07","NA","T","Hs","54394","0","TCGA-SARC","tumor","B","1.249","0.821","82.231","0.016","2.598"
"TCGA-PD-A5DF-01A-11R-A27V-07","NA","T","Hs","30796","0","TCGA-LIHC","tumor","B","1.230","0.407","56.110","0.057","2.097"
"TCGA-PE-A5DC-01A-12R-A27Q-07","NA","T","Hs","77169","0","TCGA-BRCA","tumor","B","1.766","0.949","176.637","0.012","7.437"
"TCGA-PE-A5DD-01A-12R-A27Q-07","NA","T","Hs","55809","0","TCGA-BRCA","tumor","B","1.031","1.332","121.794","0.391","12.414"
"TCGA-PE-A5DE-01A-11R-A27Q-07","NA","T","Hs","48884","0","TCGA-BRCA","tumor","B","1.360","0.461","201.479","0.028","8.138"
"TCGA-PG-A5BC-01A-12R-A27V-07","NA","T","Hs","50205","0","TCGA-UCEC","tumor","B","1.206","0.367","118.095","0.373","5.504"
"TCGA-PG-A6IB-01A-21R-A31O-07","NA","T","Hs","44274","0","TCGA-UCEC","tumor","B","1.386","0.223","116.024","0.013","6.864"
"TCGA-PG-A7D5-01A-11R-A34R-07","NA","T","Hs","53202","0","TCGA-UCEC","tumor","B","1.186","0.248","168.942","2.076","10.071"
"TCGA-PG-A914-01A-11R-A37O-07","NA","T","Hs","69453","0","TCGA-UCEC","tumor","B","1.208","0.271","187.284","0.022","7.555"
"TCGA-PG-A915-01A-11R-A37O-07","NA","T","Hs","58608","0","TCGA-UCEC","tumor","B","1.336","0.277","187.660","0.148","4.866"
"TCGA-PG-A916-01A-11R-A37O-07","NA","T","Hs","53824","0","TCGA-UCEC","tumor","B","1.033","0.222","83.786","0.033","1.742"
"TCGA-PG-A917-01A-31R-A37O-07","NA","T","Hs","41414","0","TCGA-UCEC","tumor","B","1.478","0.238","177.686","0.018","8.573"
"TCGA-PJ-A5Z8-01A-11R-A28H-07","NA","T","Hs","52325","0","TCGA-KIRP","tumor","B","0.693","0.239","53.262","0.146","3.527"
"TCGA-PJ-A5Z9-01A-11R-A28H-07","NA","T","Hs","25940","0","TCGA-KIRP","tumor","B","0.651","0.354","54.672","0.009","1.435"
"TCGA-PK-A5H8-01A-11R-A29S-07","NA","T","Hs","47398","0","TCGA-ACC","tumor","B","1.094","0.224","41.383","0.078","1.780"
"TCGA-PK-A5H9-01A-11R-A29S-07","NA","T","Hs","55410","0","TCGA-ACC","tumor","B","0.917","1.636","102.140","1.703","8.707"
"TCGA-PK-A5HA-01A-11R-A29S-07","NA","T","Hs","45096","0","TCGA-ACC","tumor","B","1.630","0.508","44.587","0.000","2.004"
"TCGA-PK-A5HB-01A-11R-A29S-07","NA","T","Hs","59376","0","TCGA-ACC","tumor","B","1.792","0.359","134.983","0.007","3.744"
"TCGA-PL-A8LV-01A-21R-A41B-07","NA","T","Hs","60029","0","TCGA-BRCA","tumor","B","0.991","0.282","60.163","0.013","5.986"
"TCGA-PL-A8LX-01A-11R-A41B-07","NA","T","Hs","47853","0","TCGA-BRCA","tumor","B","1.087","0.655","204.165","0.006","5.329"
"TCGA-PL-A8LY-01A-11R-A41B-07","NA","T","Hs","30790","0","TCGA-BRCA","tumor","B","0.725","0.143","105.235","0.137","11.696"
"TCGA-PL-A8LZ-01A-31R-A36F-07","NA","T","Hs","44852","0","TCGA-BRCA","tumor","B","1.174","0.681","715.611","0.007","14.335"
"TCGA-PN-A8MA-01A-11R-A36F-07","NA","T","Hs","46207","0","TCGA-CESC","tumor","B","0.887","0.247","92.484","0.182","21.346"
"TCGA-PQ-A6FI-01A-11R-A31N-07","NA","T","Hs","44961","0","TCGA-BLCA","tumor","B","1.208","0.238","182.333","0.010","9.144"
"TCGA-PQ-A6FN-01A-11R-A31N-07","NA","T","Hs","23995","0","TCGA-BLCA","tumor","B","0.997","0.728","64.635","0.000","16.152"
"TCGA-PR-A5PF-01A-11R-A35K-07","NA","T","Hs","31869","0","TCGA-PCPG","tumor","B","1.387","0.574","173.355","0.101","11.109"
"TCGA-PR-A5PG-01A-11R-A35K-07","NA","T","Hs","40159","0","TCGA-PCPG","tumor","B","1.283","0.818","171.948","0.044","19.314"
"TCGA-PR-A5PH-01A-11R-A35K-07","NA","T","Hs","62062","0","TCGA-PCPG","tumor","B","1.398","1.234","168.035","0.831","17.808"
"TCGA-PT-A8TR-01A-11R-A37L-07","NA","T","Hs","65617","0","TCGA-SARC","tumor","B","1.311","0.315","366.328","0.006","8.639"
"TCGA-PZ-A5RE-01A-11R-A32O-07","NA","T","Hs","43653","0","TCGA-PAAD","tumor","B","1.072","0.593","97.739","0.021","5.947"
"TCGA-Q1-A5R1-01A-11R-A28H-07","NA","T","Hs","39658","0","TCGA-CESC","tumor","B","0.858","0.422","75.763","0.020","6.007"
"TCGA-Q1-A5R2-01A-11R-A28H-07","NA","T","Hs","37469","0","TCGA-CESC","tumor","B","1.034","0.161","97.457","0.016","1.233"
"TCGA-Q1-A5R3-01A-11R-A28H-07","NA","T","Hs","35161","0","TCGA-CESC","tumor","B","0.750","0.300","79.920","0.014","1.283"
"TCGA-Q1-A6DT-01A-11R-A32P-07","NA","T","Hs","31554","0","TCGA-CESC","tumor","B","0.760","0.245","141.548","0.053","7.559"
"TCGA-Q1-A6DV-01A-11R-A32P-07","NA","T","Hs","46218","0","TCGA-CESC","tumor","B","0.599","0.197","108.394","0.632","7.288"
"TCGA-Q1-A6DW-01A-11R-A32P-07","NA","T","Hs","41168","0","TCGA-CESC","tumor","B","0.899","0.175","233.656","0.006","2.459"
"TCGA-Q1-A73O-01A-11R-A32P-07","NA","T","Hs","41958","0","TCGA-CESC","tumor","B","0.986","0.190","152.112","0.151","2.136"
"TCGA-Q1-A73P-01A-11R-A32P-07","NA","T","Hs","46299","0","TCGA-CESC","tumor","B","0.982","0.251","122.585","0.025","3.343"
"TCGA-Q1-A73Q-01A-21R-A32P-07","NA","T","Hs","45387","0","TCGA-CESC","tumor","B","1.094","0.284","279.764","0.936","8.174"
"TCGA-Q1-A73R-01A-11R-A33Z-07","NA","T","Hs","76940","0","TCGA-CESC","tumor","B","0.957","0.255","162.593","0.000","15.279"
"TCGA-Q1-A73S-01A-11R-A33Z-07","NA","T","Hs","25786","0","TCGA-CESC","tumor","B","0.900","0.257","82.271","0.009","3.590"
"TCGA-Q2-A5QZ-01A-11R-A28H-07","NA","T","Hs","29224","0","TCGA-KIRP","tumor","B","1.044","0.202","48.973","0.006","3.741"
"TCGA-Q3-A5QY-01A-12R-A32O-07","NA","T","Hs","38725","0","TCGA-PAAD","tumor","B","0.877","0.664","74.652","1.288","9.338"
"TCGA-Q3-AA2A-01A-11R-A37L-07","NA","T","Hs","31054","0","TCGA-PAAD","tumor","B","0.806","0.394","56.619","0.041","5.436"
"TCGA-Q9-A6FW-01A-31R-A31P-31","NA","T","Hs","181163","0","TCGA-ESCA","tumor","B","1.231","0.386","92.609","0.321","2.677"
"TCGA-QA-A7B7-01A-11R-A32O-07","NA","T","Hs","71837","0","TCGA-LIHC","tumor","B","1.834","0.514","167.623","0.038","3.218"
"TCGA-QC-A6FX-01A-11R-A32Q-07","NA","T","Hs","52171","0","TCGA-SARC","tumor","B","1.934","0.408","243.480","0.021","10.431"
"TCGA-QC-A7B5-01A-11R-A33J-07","NA","T","Hs","39096","0","TCGA-SARC","tumor","B","0.940","0.270","64.844","0.029","17.609"
"TCGA-QC-AA9N-01A-11R-A39D-07","NA","T","Hs","67394","0","TCGA-SARC","tumor","B","1.664","1.115","148.904","0.006","27.702"
"TCGA-QD-A8IV-01A-11R-A39I-07","NA","T","Hs","41313","0","TCGA-THCA","tumor","B","1.132","0.810","115.103","0.000","9.518"
"TCGA-QF-A5YS-01A-11R-A31O-07","NA","T","Hs","65368","0","TCGA-UCEC","tumor","B","1.040","0.180","79.938","0.051","2.457"
"TCGA-QF-A5YT-01A-11R-A31O-07","NA","T","Hs","26144","0","TCGA-UCEC","tumor","B","0.789","0.179","65.787","0.000","1.341"
"TCGA-QG-A5YV-01A-11R-A28H-07","NA","T","Hs","43195","0","TCGA-COAD","tumor","B","0.913","0.161","104.572","0.103","2.774"
"TCGA-QG-A5YW-01A-11R-A28H-07","NA","T","Hs","41656","0","TCGA-COAD","tumor","B","0.622","0.134","77.620","0.180","3.487"
"TCGA-QG-A5YX-01A-11R-A28H-07","NA","T","Hs","31632","0","TCGA-COAD","tumor","B","0.555","0.150","86.618","0.055","1.605"
"TCGA-QG-A5Z1-01A-11R-A28H-07","NA","T","Hs","57561","0","TCGA-COAD","tumor","B","0.847","0.548","82.947","0.516","3.394"
"TCGA-QG-A5Z2-01A-11R-A28H-07","NA","T","Hs","71326","0","TCGA-COAD","tumor","B","0.830","0.235","151.147","0.051","5.698"
"TCGA-QH-A65R-01A-21R-A31N-07","NA","T","Hs","55644","0","TCGA-LGG","tumor","B","1.327","1.055","74.794","3.142","6.741"
"TCGA-QH-A65S-01A-11R-A29R-07","NA","T","Hs","37902","0","TCGA-LGG","tumor","B","0.940","0.505","71.220","6.258","2.857"
"TCGA-QH-A65V-01A-11R-A29R-07","NA","T","Hs","49908","0","TCGA-LGG","tumor","B","1.146","0.686","82.536","42.694","4.678"
"TCGA-QH-A65X-01A-11R-A32Q-07","NA","T","Hs","44937","0","TCGA-LGG","tumor","B","0.921","0.380","74.868","4.274","4.946"
"TCGA-QH-A65Z-01A-11R-A29R-07","NA","T","Hs","58096","0","TCGA-LGG","tumor","B","1.173","0.661","111.867","14.389","8.305"
"TCGA-QH-A6CS-01A-11R-A31N-07","NA","T","Hs","54804","0","TCGA-LGG","tumor","B","1.316","1.061","108.622","20.895","3.364"
"TCGA-QH-A6CU-01A-11R-A31N-07","NA","T","Hs","42050","0","TCGA-LGG","tumor","B","1.123","1.113","62.359","24.947","2.807"
"TCGA-QH-A6CV-01A-11R-A31N-07","NA","T","Hs","63703","0","TCGA-LGG","tumor","B","1.134","0.561","112.436","4.058","6.310"
"TCGA-QH-A6CW-01A-11R-A32Q-07","NA","T","Hs","51042","0","TCGA-LGG","tumor","B","1.019","0.474","101.319","6.772","3.879"
"TCGA-QH-A6CX-01A-11R-A32Q-07","NA","T","Hs","42019","0","TCGA-LGG","tumor","B","1.101","0.857","77.003","7.305","5.463"
"TCGA-QH-A6CY-01A-11R-A32Q-07","NA","T","Hs","52609","0","TCGA-LGG","tumor","B","1.183","0.786","108.271","18.286","10.550"
"TCGA-QH-A6CZ-01A-11R-A32Q-07","NA","T","Hs","59121","0","TCGA-LGG","tumor","B","1.307","1.250","134.703","22.874","12.118"
"TCGA-QH-A6X3-01A-21R-A32Q-07","NA","T","Hs","59403","0","TCGA-LGG","tumor","B","1.162","0.526","107.814","1.565","3.560"
"TCGA-QH-A6X4-01A-51R-A32Q-07","NA","T","Hs","83197","0","TCGA-LGG","tumor","B","1.021","0.600","105.157","18.903","6.249"
"TCGA-QH-A6X5-01A-12R-A32Q-07","NA","T","Hs","45771","0","TCGA-LGG","tumor","B","1.072","0.465","79.827","14.789","3.865"
"TCGA-QH-A6X8-01A-12R-A32Q-07","NA","T","Hs","60646","0","TCGA-LGG","tumor","B","0.966","0.657","118.604","29.137","9.282"
"TCGA-QH-A6X9-01A-12R-A32Q-07","NA","T","Hs","63058","0","TCGA-LGG","tumor","B","1.114","0.837","113.698","6.064","6.273"
"TCGA-QH-A6XA-01A-12R-A32Q-07","NA","T","Hs","51045","0","TCGA-LGG","tumor","B","1.081","0.558","89.700","5.747","4.348"
"TCGA-QH-A6XC-01A-12R-A32Q-07","NA","T","Hs","68227","0","TCGA-LGG","tumor","B","1.266","0.850","104.741","10.752","10.497"
"TCGA-QH-A86X-01A-11R-A36H-07","NA","T","Hs","112678","0","TCGA-LGG","tumor","B","1.251","0.886","104.194","12.463","8.313"
"TCGA-QH-A870-01A-11R-A36H-07","NA","T","Hs","67633","0","TCGA-LGG","tumor","B","1.307","0.652","111.121","23.119","4.706"
"TCGA-QK-A64Z-01A-11R-A30B-07","NA","T","Hs","33886","0","TCGA-HNSC","tumor","B","0.874","0.174","185.115","0.024","3.690"
"TCGA-QK-A652-01A-11R-A30B-07","NA","T","Hs","39806","0","TCGA-HNSC","tumor","B","0.807","0.166","153.162","0.087","6.541"
"TCGA-QK-A6IF-01A-11R-A31N-07","NA","T","Hs","48001","0","TCGA-HNSC","tumor","B","0.800","0.294","156.886","1.057","24.695"
"TCGA-QK-A6IG-01A-11R-A31N-07","NA","T","Hs","26190","0","TCGA-HNSC","tumor","B","0.860","0.179","132.245","0.039","7.049"
"TCGA-QK-A6IH-01A-11R-A31N-07","NA","T","Hs","23439","0","TCGA-HNSC","tumor","B","0.990","0.204","55.636","0.012","7.139"
"TCGA-QK-A6II-01A-11R-A31N-07","NA","T","Hs","23880","0","TCGA-HNSC","tumor","B","1.202","0.187","28.335","0.000","2.311"
"TCGA-QK-A6IJ-01A-11R-A31N-07","NA","T","Hs","21013","0","TCGA-HNSC","tumor","B","0.713","0.175","42.817","0.040","2.523"
"TCGA-QK-A6V9-01A-11R-A34R-07","NA","T","Hs","51346","0","TCGA-HNSC","tumor","B","0.910","0.239","132.225","3.311","4.618"
"TCGA-QK-A6VB-01A-12R-A34R-07","NA","T","Hs","40307","0","TCGA-HNSC","tumor","B","0.789","0.235","198.510","0.016","3.789"
"TCGA-QK-A6VC-01A-23R-A34R-07","NA","T","Hs","39313","0","TCGA-HNSC","tumor","B","1.263","0.534","93.930","0.147","1.690"
"TCGA-QK-A8Z7-01A-11R-A39I-07","NA","T","Hs","45081","0","TCGA-HNSC","tumor","B","0.579","0.169","88.076","0.111","10.538"
"TCGA-QK-A8Z8-01A-11R-A39I-07","NA","T","Hs","39588","0","TCGA-HNSC","tumor","B","0.766","0.195","191.005","0.024","10.301"
"TCGA-QK-A8Z9-01B-11R-A39I-07","NA","T","Hs","34603","0","TCGA-HNSC","tumor","B","1.020","0.394","185.065","0.000","11.126"
"TCGA-QK-A8ZA-01A-11R-A39I-07","NA","T","Hs","40820","0","TCGA-HNSC","tumor","B","1.112","0.241","216.079","0.205","2.522"
"TCGA-QK-A8ZB-01A-11R-A39I-07","NA","T","Hs","53887","0","TCGA-HNSC","tumor","B","0.911","0.499","85.467","0.093","9.315"
"TCGA-QK-AA3J-01A-11R-A39I-07","NA","T","Hs","56514","0","TCGA-HNSC","tumor","B","0.883","0.212","210.264","6.013","1.369"
"TCGA-QK-AA3K-01A-11R-A39I-07","NA","T","Hs","23681","0","TCGA-HNSC","tumor","B","0.740","0.349","101.841","0.087","6.327"
"TCGA-QL-A97D-01A-12R-A41B-07","NA","T","Hs","63657","0","TCGA-COAD","tumor","B","1.161","0.206","121.839","0.032","4.592"
"TCGA-QM-A5NM-01A-11R-A28V-07","NA","T","Hs","45445","0","TCGA-UCS","tumor","B","1.410","0.530","98.010","0.000","8.358"
"TCGA-QN-A5NN-01A-11R-A28V-07","NA","T","Hs","40654","0","TCGA-UCS","tumor","B","1.228","0.576","189.199","0.064","9.916"
"TCGA-QQ-A5V2-01A-11R-A32Q-07","NA","T","Hs","37701","0","TCGA-SARC","tumor","B","0.953","0.232","32.457","0.000","77.748"
"TCGA-QQ-A5V9-01A-11R-A32Q-07","NA","T","Hs","42911","0","TCGA-SARC","tumor","B","1.056","0.348","54.782","0.000","22.997"
"TCGA-QQ-A5VA-01A-12R-A32Q-07","NA","T","Hs","94987","0","TCGA-SARC","tumor","B","1.165","0.429","108.613","0.480","24.578"
"TCGA-QQ-A5VB-01A-11R-A36F-07","NA","T","Hs","43460","0","TCGA-SARC","tumor","B","1.737","0.552","107.271","0.515","11.823"
"TCGA-QQ-A5VC-01A-31R-A32Q-07","NA","T","Hs","34078","0","TCGA-SARC","tumor","B","1.037","0.168","81.833","0.057","3.340"
"TCGA-QQ-A5VD-01A-21R-A32Q-07","NA","T","Hs","27978","0","TCGA-SARC","tumor","B","0.854","0.599","71.465","0.148","15.680"
"TCGA-QQ-A8VB-01A-11R-A37L-07","NA","T","Hs","57639","0","TCGA-SARC","tumor","B","1.156","1.509","164.284","0.183","19.807"
"TCGA-QQ-A8VD-01A-42R-A39D-07","NA","T","Hs","21774","0","TCGA-SARC","tumor","B","0.886","0.568","92.478","0.000","20.437"
"TCGA-QQ-A8VF-01A-11R-A37L-07","NA","T","Hs","46205","0","TCGA-SARC","tumor","B","1.093","0.202","123.996","0.090","7.505"
"TCGA-QQ-A8VG-01A-11R-A37L-07","NA","T","Hs","42538","0","TCGA-SARC","tumor","B","0.962","0.340","144.217","0.000","19.582"
"TCGA-QQ-A8VH-01A-11R-A37L-07","NA","T","Hs","36627","0","TCGA-SARC","tumor","B","1.004","0.307","153.822","0.566","31.473"
"TCGA-QR-A6GO-01A-11R-A35K-07","NA","T","Hs","51445","0","TCGA-PCPG","tumor","B","1.393","0.835","109.771","0.368","13.592"
"TCGA-QR-A6GR-01A-11R-A35K-07","NA","T","Hs","34649","0","TCGA-PCPG","tumor","B","1.121","1.346","50.650","0.044","8.700"
"TCGA-QR-A6GS-01A-11R-A35K-07","NA","T","Hs","60017","0","TCGA-PCPG","tumor","B","1.270","1.218","177.137","0.011","26.839"
"TCGA-QR-A6GT-01A-11R-A35K-07","NA","T","Hs","43716","0","TCGA-PCPG","tumor","B","1.189","0.778","146.137","0.435","9.758"
"TCGA-QR-A6GU-01A-11R-A35K-07","NA","T","Hs","31519","0","TCGA-PCPG","tumor","B","1.201","0.896","105.497","0.370","7.377"
"TCGA-QR-A6GW-01A-11R-A35K-07","NA","T","Hs","58541","0","TCGA-PCPG","tumor","B","1.350","1.444","114.214","0.141","16.419"
"TCGA-QR-A6GX-01A-11R-A35K-07","NA","T","Hs","41559","0","TCGA-PCPG","tumor","B","1.429","1.293","125.674","0.606","13.075"
"TCGA-QR-A6GY-01A-11R-A35K-07","NA","T","Hs","51293","0","TCGA-PCPG","tumor","B","1.212","0.805","104.772","0.045","19.583"
"TCGA-QR-A6H0-01A-11R-A35K-07","NA","T","Hs","47845","0","TCGA-PCPG","tumor","B","1.004","0.661","76.236","1.986","16.585"
"TCGA-QR-A6H1-01A-11R-A35K-07","NA","T","Hs","40620","0","TCGA-PCPG","tumor","B","1.353","1.092","101.915","0.101","14.409"
"TCGA-QR-A6H2-01A-11R-A35K-07","NA","T","Hs","32935","0","TCGA-PCPG","tumor","B","1.297","0.685","100.814","0.012","3.603"
"TCGA-QR-A6H3-01A-11R-A35K-07","NA","T","Hs","21737","0","TCGA-PCPG","tumor","B","0.922","0.803","33.307","1.729","10.556"
"TCGA-QR-A6H4-01A-11R-A35K-07","NA","T","Hs","23818","0","TCGA-PCPG","tumor","B","1.126","0.773","81.076","0.052","5.400"
"TCGA-QR-A6H5-01A-11R-A35K-07","NA","T","Hs","47705","0","TCGA-PCPG","tumor","B","1.007","1.336","122.259","3.850","20.549"
"TCGA-QR-A6H6-01A-11R-A35K-07","NA","T","Hs","62232","0","TCGA-PCPG","tumor","B","1.125","0.624","104.421","0.191","11.371"
