"Sample","WGS/WES","Source","Organism","Events","Hyper","Body Site/Study","Status","Type","AEI","REI","ADAR","ADARB1","ADARB2"
"SRR1317323","SRR8233202","G","Hs","141937","0","Brain - Cerebellar Hemisphere","normal","B","2.704","3.170","112.620","77.000","7.132"
"SRR1317344","SRR8233173","G","Hs","64934","0","Brain - Frontal Cortex (BA9)","normal","B","1.978","3.017","83.259","24.178","9.552"
"SRR1317365","SRR8233146","G","Hs","51236","0","Adipose - Subcutaneous","normal","B","1.507","1.658","55.770","10.934","0.427"
"SRR1317387","NA","G","Hs","50978","0","Pancreas","normal","B","1.041","0.714","39.199","4.628","1.018"
"SRR1317410","SRR8233238","G","Hs","84539","0","Adipose - Subcutaneous","normal","B","1.941","6.680","71.263","19.439","0.117"
"SRR1317428","NA","G","Hs","16478","0","Heart - Left Ventricle","normal","B","0.851","0.478","13.935","2.819","0.018"
"SRR1317446","SRR8233519","G","Hs","54401","17117","Adipose - Subcutaneous","normal","B","1.191","1.099","60.891","12.511","0.322"
"SRR1317470","SRR8233275","G","Hs","90713","0","Skin - Sun Exposed (Lower leg)","normal","B","1.639","1.092","54.744","24.178","0.419"
"SRR1317494","SRR8233239","G","Hs","26877","0","Brain - Hypothalamus","normal","B","1.755","2.288","16.065","2.397","2.232"
"SRR1317513","SRR8233230","G","Hs","46635","0","Artery - Aorta","normal","B","1.740","22.191","74.916","107.561","0.876"
"SRR1317532","SRR8233144","G","Hs","60856","0","Liver","normal","B","1.899","13.421","37.352","3.083","0.072"
"SRR1317554","NA","G","Hs","0","0","Liver","normal","B","1.305","0.608","62.270","6.256","0.034"
"SRR1317596","SRR8233228","G","Hs","83927","0","Brain - Hypothalamus","normal","B","1.879","1.783","98.871","12.371","6.676"
"SRR1317631","SRR8233173","G","Hs","50870","0","Adipose - Visceral (Omentum)","normal","B","2.344","2.678","101.817","25.126","0.112"
"SRR1317653","SRR8233626","G","Hs","84108","32730","Colon - Sigmoid","normal","B","1.648","4.602","90.302","61.945","3.544"
"SRR1317685","SRR8233138","G","Hs","48422","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.153","1.004","34.088","13.311","0.531"
"SRR1317707","SRR8233284","G","Hs","46162","0","Heart - Atrial Appendage","normal","B","1.883","1.376","30.296","4.805","0.039"
"SRR1317731","SRR8233296","G","Hs","97335","0","Esophagus - Muscularis","normal","B","2.537","7.265","62.160","45.806","1.184"
"SRR1317751","NA","G","Hs","98526","0","Prostate","normal","B","1.656","2.935","89.915","17.779","0.428"
"SRR1317771","SRR8233216","G","Hs","102773","0","Adipose - Subcutaneous","normal","B","1.961","4.183","71.785","14.856","0.099"
"SRR1317790","SRR8233217","G","Hs","58734","0","Skin - Sun Exposed (Lower leg)","normal","B","2.129","0.755","53.435","10.831","0.098"
"SRR1317808","SRR8233291","G","Hs","122088","0","Brain - Cerebellar Hemisphere","normal","B","2.115","2.114","63.394","39.239","7.563"
"SRR1317832","SRR8233303","G","Hs","70258","0","Whole Blood","normal","B","1.859","1.712","109.069","6.717","0.024"
"SRR1317853","NA","G","Hs","0","0","Brain - Amygdala","normal","B","1.912","1.520","32.075","6.548","7.912"
"SRR1317877","SRR8233262","G","Hs","83263","0","Brain - Anterior cingulate cortex (BA24)","normal","B","1.958","2.207","53.312","15.717","13.938"
"SRR1317898","NA","G","Hs","28061","0","Whole Blood","normal","B","0.905","0.258","139.051","2.681","3.820"
"SRR1317920","SRR8233226","G","Hs","13568","0","Muscle - Skeletal","normal","B","0.624","0.968","9.011","3.765","0.031"
"SRR1317939","SRR8233637","G","Hs","35727","16577","Esophagus - Muscularis","normal","B","1.376","7.949","76.268","70.814","1.771"
"SRR1317963","SRR8233132","G","Hs","86142","0","Pituitary","normal","B","1.828","2.754","89.857","6.820","2.335"
"SRR1317985","SRR8233247","G","Hs","64405","0","Adipose - Subcutaneous","normal","B","2.106","8.289","91.704","36.583","0.338"
"SRR1318005","SRR8233199","G","Hs","12248","0","Whole Blood","normal","B","1.538","0.846","8.870","0.184","0.000"
"SRR1318026","SRR8233277","G","Hs","76952","0","Pituitary","normal","B","2.356","2.497","116.764","9.456","0.362"
"SRR1318046","SRR8233156","G","Hs","87306","0","Nerve - Tibial","normal","B","1.881","4.220","86.052","12.846","8.899"
"SRR1318067","SRR8233213","G","Hs","67881","0","Brain - Hippocampus","normal","B","1.974","2.269","64.559","24.545","8.361"
"SRR1318089","SRR8233217","G","Hs","72663","0","Minor Salivary Gland","normal","B","1.884","1.745","48.057","4.030","1.589"
"SRR1318118","SRR8233227","G","Hs","153972","0","Lung","normal","B","2.347","2.700","124.398","67.660","1.798"
"SRR1318140","SRR8233135","G","Hs","63724","0","Esophagus - Mucosa","normal","B","1.000","0.950","43.998","4.547","0.315"
"SRR1318163","SRR8233211","G","Hs","39375","0","Brain - Frontal Cortex (BA9)","normal","B","1.845","3.748","41.344","11.020","7.031"
"SRR1318184","SRR8233132","G","Hs","71328","0","Esophagus - Gastroesophageal Junction","normal","B","2.088","11.064","37.605","50.312","0.549"
"SRR1318208","SRR8233631","G","Hs","65341","10566","Colon - Transverse","normal","B","0.993","0.578","37.410","2.632","0.249"
"SRR1318241","SRR8233252","G","Hs","26553","0","Whole Blood","normal","B","0.902","0.257","110.295","3.732","0.024"
"SRR1318331","SRR8233168","G","Hs","49413","0","Esophagus - Gastroesophageal Junction","normal","B","1.438","10.179","67.515","44.059","1.448"
"SRR1318354","SRR8233224","G","Hs","77548","0","Adipose - Subcutaneous","normal","B","1.383","1.079","83.679","12.753","0.007"
"SRR1318372","SRR8233204","G","Hs","57810","0","Brain - Nucleus accumbens (basal ganglia)","normal","B","1.839","1.354","52.616","9.245","2.293"
"SRR1318390","SRR8233540","G","Hs","66027","0","Vagina","normal","B","2.670","1.239","47.564","4.982","0.376"
"SRR1318407","SRR8233202","G","Hs","122824","0","Brain - Cerebellum","normal","B","2.637","5.108","98.892","52.044","11.819"
"SRR1318426","NA","G","Hs","41540","0","Brain - Anterior cingulate cortex (BA24)","normal","B","1.492","1.209","31.481","7.408","4.621"
"SRR1318444","SRR8233280","G","Hs","13791","0","Muscle - Skeletal","normal","B","0.817","0.807","9.122","7.829","0.030"
"SRR1318465","SRR8233187","G","Hs","28945","0","Muscle - Skeletal","normal","B","0.963","0.489","22.838","18.529","0.506"
"SRR1318484","SRR8233230","G","Hs","32162","0","Heart - Atrial Appendage","normal","B","1.025","2.488","23.998","6.709","0.466"
"SRR1318503","SRR8233131","G","Hs","32064","0","Pancreas","normal","B","0.798","0.439","28.932","2.665","0.909"
"SRR1318541","SRR8233120","G","Hs","92199","0","Artery - Aorta","normal","B","3.149","14.930","67.081","58.840","0.025"
"SRR1318560","SRR8233150","G","Hs","15605","0","Muscle - Skeletal","normal","B","0.724","0.480","12.855","5.393","0.011"
"SRR1318582","SRR8233168","G","Hs","31349","0","Artery - Tibial","normal","B","1.972","13.529","73.949","158.619","0.088"
"SRR1318605","NA","G","Hs","0","0","Whole Blood","normal","B","2.164","3.109","44.338","1.756","0.018"
"SRR1318624","SRR8233134","G","Hs","33905","0","Colon - Sigmoid","normal","B","1.260","4.572","66.383","42.037","1.825"
"SRR1318644","SRR8233200","G","Hs","69039","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.318","0.659","67.204","13.472","0.597"
"SRR1318662","SRR8233278","G","Hs","74124","0","Heart - Atrial Appendage","normal","B","1.678","1.098","35.852","7.596","0.176"
"SRR1318686","NA","G","Hs","20779","0","Cells - Transformed fibroblasts","normal","B","0.876","1.333","51.669","67.906","0.000"
"SRR1318708","SRR8233641","G","Hs","28032","5521","Cells - Transformed fibroblasts","normal","B","0.962","0.679","87.639","36.479","0.013"
"SRR1318732","SRR8233201","G","Hs","77188","0","Spleen","normal","B","1.389","0.674","109.156","14.575","0.315"
"SRR1318753","SRR8233195","G","Hs","86683","0","Nerve - Tibial","normal","B","2.351","3.138","128.878","14.292","0.806"
"SRR1318774","SRR8233286","G","Hs","26205","0","Breast - Mammary Tissue","normal","B","1.331","1.004","55.787","6.984","0.207"
"SRR1318796","SRR8233229","G","Hs","56917","0","Adipose - Subcutaneous","normal","B","1.398","3.446","63.827","12.362","0.209"
"SRR1318815","SRR8233149","G","Hs","106722","0","Whole Blood","normal","B","2.659","2.465","275.548","9.216","0.015"
"SRR1318839","NA","G","Hs","69680","0","Muscle - Skeletal","normal","B","1.038","3.816","28.961","52.191","0.069"
"SRR1318857","SRR8233147","G","Hs","32031","0","Whole Blood","normal","B","1.867","1.012","66.798","3.611","0.554"
"SRR1318879","SRR8233227","G","Hs","61762","0","Adipose - Subcutaneous","normal","B","1.613","2.310","68.168","21.432","0.126"
"SRR1318898","SRR8233123","G","Hs","67074","0","Thyroid","normal","B","1.126","1.238","67.897","7.873","0.135"
"SRR1318920","SRR8233145","G","Hs","94790","0","Artery - Aorta","normal","B","3.663","20.796","121.737","72.052","0.014"
"SRR1318942","SRR8233630","G","Hs","33076","0","Cells - Transformed fibroblasts","normal","B","1.453","2.346","106.566","283.041","0.000"
"SRR1318966","SRR8233627","G","Hs","63043","0","Cells - Transformed fibroblasts","normal","B","1.195","0.809","147.086","68.348","0.000"
"SRR1318998","NA","G","Hs","16394","0","Heart - Left Ventricle","normal","B","1.193","1.806","13.710","1.866","0.018"
"SRR1319019","SRR8233197","G","Hs","23349","0","Brain - Caudate (basal ganglia)","normal","B","1.669","0.710","18.232","2.867","1.674"
"SRR1319038","SRR8233237","G","Hs","125874","0","Colon - Sigmoid","normal","B","2.154","5.152","93.699","41.724","2.294"
"SRR1319059","NA","G","Hs","92421","0","Small Intestine - Terminal Ileum","normal","B","1.179","0.832","84.184","6.640","1.121"
"SRR1319078","SRR8233151","G","Hs","74114","0","Stomach","normal","B","1.271","6.229","65.226","53.563","1.960"
"SRR1319100","NA","G","Hs","45696","0","Esophagus - Mucosa","normal","B","1.088","0.681","38.598","4.941","0.046"
"SRR1319118","SRR8233256","G","Hs","41367","0","Pancreas","normal","B","0.915","0.653","39.215","4.158","0.750"
"SRR1319136","NA","G","Hs","47721","0","Brain - Caudate (basal ganglia)","normal","B","1.799","0.950","29.125","3.384","13.449"
"SRR1319158","SRR8233287","G","Hs","47404","0","Brain - Hippocampus","normal","B","1.673","2.019","31.312","6.682","7.973"
"SRR1319182","SRR8233180","G","Hs","44119","0","Esophagus - Mucosa","normal","B","1.219","0.381","51.795","3.791","0.141"
"SRR1319204","NA","G","Hs","42691","0","Adipose - Subcutaneous","normal","B","1.478","1.452","82.291","14.499","0.059"
"SRR1319221","SRR8233125","G","Hs","84326","0","Skin - Sun Exposed (Lower leg)","normal","B","2.212","7.968","115.997","111.338","0.144"
"SRR1319242","SRR8233292","G","Hs","49520","0","Uterus","normal","B","1.336","2.944","124.492","47.814","0.503"
"SRR1319262","SRR8233204","G","Hs","68662","0","Esophagus - Muscularis","normal","B","2.444","12.636","56.046","83.720","0.276"
"SRR1319283","NA","G","Hs","91607","0","Thyroid","normal","B","1.428","1.769","83.258","7.948","0.026"
"SRR1319301","SRR8233200","G","Hs","45857","0","Small Intestine - Terminal Ileum","normal","B","1.012","0.497","72.670","2.949","0.567"
"SRR1319322","SRR8233140","G","Hs","43792","0","Testis","normal","B","0.930","1.879","39.348","6.236","1.593"
"SRR1319344","SRR8233224","G","Hs","23476","0","Heart - Left Ventricle","normal","B","1.080","1.019","46.083","3.407","0.000"
"SRR1319363","SRR8233632","G","Hs","74712","0","Adrenal Gland","normal","B","1.353","0.850","59.429","5.240","0.028"
"SRR1319395","SRR8233682","G","Hs","168718","0","Nerve - Tibial","normal","B","2.423","5.318","125.999","14.309","2.527"
"SRR1319419","SRR8233647","G","Hs","36320","0","Adrenal Gland","normal","B","1.147","1.913","49.548","7.825","0.386"
"SRR1319443","NA","G","Hs","46117","0","Artery - Aorta","normal","B","1.409","19.915","76.076","91.324","0.029"
"SRR1319461","SRR8233179","G","Hs","18082","0","Whole Blood","normal","B","1.252","0.714","42.936","2.724","0.059"
"SRR1319485","SRR8233537","G","Hs","256623","84101","Artery - Coronary","normal","B","1.684","6.389","79.494","72.698","0.559"
"SRR1319502","SRR8233200","G","Hs","40065","0","Colon - Transverse","normal","B","0.827","0.551","34.093","3.224","0.383"
"SRR1319520","SRR8233239","G","Hs","74673","0","Artery - Aorta","normal","B","3.297","21.330","84.200","58.070","0.039"
"SRR1319539","SRR8233185","G","Hs","29850","0","Brain - Hippocampus","normal","B","1.820","1.585","19.729","3.962","7.054"
"SRR1319560","SRR8233532","G","Hs","72019","39658","Lung","normal","B","1.551","1.614","89.675","18.196","0.623"
"SRR1319584","SRR8233300","G","Hs","93752","0","Esophagus - Muscularis","normal","B","2.492","9.795","86.969","69.163","0.460"
"SRR1319608","SRR8233211","G","Hs","130506","0","Testis","normal","B","2.269","6.104","99.683","12.502","1.095"
"SRR1319626","SRR8233155","G","Hs","9864","0","Muscle - Skeletal","normal","B","0.515","0.337","11.230","6.848","0.213"
"SRR1319648","SRR8233275","G","Hs","11591","0","Muscle - Skeletal","normal","B","0.708","0.893","8.901","7.253","0.063"
"SRR1319672","SRR8233246","G","Hs","125158","0","Brain - Cerebellum","normal","B","2.489","4.526","100.037","61.409","4.804"
"SRR1319690","SRR8233302","G","Hs","54080","0","Spleen","normal","B","1.538","0.572","101.331","10.191","0.270"
"SRR1319710","SRR8233518","G","Hs","8069","3317","Muscle - Skeletal","normal","B","0.515","0.209","6.726","11.420","0.090"
"SRR1319731","SRR8233161","G","Hs","80874","0","Adipose - Subcutaneous","normal","B","1.778","5.728","95.989","33.240","0.152"
"SRR1319753","SRR8233216","G","Hs","25372","0","Muscle - Skeletal","normal","B","0.666","0.501","8.000","6.904","0.117"
"SRR1319772","SRR8233136","G","Hs","42701","0","Whole Blood","normal","B","0.931","0.452","110.239","1.314","0.011"
"SRR1319793","SRR8233147","G","Hs","80402","0","Ovary","normal","B","2.147","0.897","137.905","7.965","1.055"
"SRR1319816","SRR8233267","G","Hs","48618","0","Brain - Amygdala","normal","B","1.703","0.747","24.542","1.569","10.091"
"SRR1319837","SRR8233178","G","Hs","47613","0","Brain - Hypothalamus","normal","B","1.919","1.516","67.991","15.113","6.509"
"SRR1319858","SRR8233677","G","Hs","115771","0","Thyroid","normal","B","1.447","2.826","60.615","8.336","0.131"
"SRR1319882","SRR8233195","G","Hs","45778","0","Adipose - Subcutaneous","normal","B","1.597","2.290","80.264","12.414","0.040"
"SRR1319903","SRR8233201","G","Hs","34117","0","Adipose - Subcutaneous","normal","B","1.281","1.393","58.079","11.062","0.153"
"SRR1319924","SRR8233175","G","Hs","65368","0","Thyroid","normal","B","1.982","2.444","90.100","9.918","0.369"
"SRR1319946","SRR8233650","G","Hs","108284","66600","Pituitary","normal","B","2.194","1.374","112.040","14.229","1.668"
"SRR1319970","NA","G","Hs","60760","0","Brain - Hypothalamus","normal","B","1.982","2.459","72.971","11.500","3.890"
"SRR1319991","NA","G","Hs","78003","0","Uterus","normal","B","1.384","2.085","141.985","49.838","0.615"
"SRR1320012","SRR8233144","G","Hs","16800","0","Brain - Putamen (basal ganglia)","normal","B","1.503","1.181","11.224","1.620","3.622"
"SRR1320034","SRR8233113","G","Hs","55549","0","Esophagus - Muscularis","normal","B","1.901","9.122","33.448","29.638","0.056"
"SRR1320053","NA","G","Hs","72855","0","Nerve - Tibial","normal","B","1.853","2.936","91.269","20.541","2.480"
"SRR1320071","SRR8233152","G","Hs","39659","0","Brain - Spinal cord (cervical c-1)","normal","B","1.636","1.367","41.520","3.613","25.002"
"SRR1320093","NA","G","Hs","39127","0","Brain - Cerebellum","normal","B","2.012","4.148","52.141","15.428","10.095"
"SRR1320115","NA","G","Hs","34557","0","Brain - Frontal Cortex (BA9)","normal","B","1.577","1.348","33.797","7.181","8.995"
"SRR1320137","SRR8233154","G","Hs","29429","0","Whole Blood","normal","B","1.910","0.520","26.133","2.278","0.267"
"SRR1320158","SRR8233153","G","Hs","101888","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.665","1.668","52.776","18.686","0.365"
"SRR1320180","SRR8233129","G","Hs","69912","0","Brain - Nucleus accumbens (basal ganglia)","normal","B","1.906","0.839","33.398","3.456","9.957"
"SRR1320203","SRR8233156","G","Hs","32564","0","Stomach","normal","B","1.154","4.056","72.786","27.612","1.927"
"SRR1320225","SRR8233254","G","Hs","10519","0","Muscle - Skeletal","normal","B","0.670","0.889","9.028","4.243","0.006"
"SRR1320258","SRR8233185","G","Hs","70545","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.614","1.356","79.718","18.452","0.151"
"SRR1320280","SRR8233226","G","Hs","41003","0","Brain - Cortex","normal","B","1.707","2.642","42.456","9.416","3.184"
"SRR1320300","NA","G","Hs","29804","0","Adrenal Gland","normal","B","1.204","1.375","49.539","7.297","0.116"
"SRR1320321","SRR8233250","G","Hs","11686","0","Muscle - Skeletal","normal","B","0.492","0.251","10.808","4.598","0.047"
"SRR1320342","SRR8233170","G","Hs","53374","0","Brain - Hypothalamus","normal","B","1.844","1.504","33.502","5.045","4.347"
"SRR1320363","SRR8233135","G","Hs","39517","0","Whole Blood","normal","B","1.033","0.302","148.263","2.439","0.773"
"SRR1320385","SRR8233216","G","Hs","113657","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","2.140","2.390","68.576","15.891","0.570"
"SRR1320403","SRR8233289","G","Hs","27704","0","Whole Blood","normal","B","2.054","1.432","22.613","0.748","0.136"
"SRR1320424","SRR8233235","G","Hs","48089","0","Artery - Tibial","normal","B","2.339","18.841","75.509","171.776","0.085"
"SRR1320445","SRR8233639","G","Hs","64161","27377","Colon - Sigmoid","normal","B","1.524","1.693","34.361","8.776","0.548"
"SRR1320469","SRR8233208","G","Hs","22045","0","Muscle - Skeletal","normal","B","1.138","6.387","27.642","14.461","0.049"
"SRR1320490","SRR8233622","G","Hs","68966","0","Colon - Sigmoid","normal","B","1.387","1.614","41.843","9.930","1.326"
"SRR1320517","SRR8233240","G","Hs","95534","0","Adipose - Visceral (Omentum)","normal","B","2.335","1.997","78.892","14.322","0.217"
"SRR1320536","SRR8233276","G","Hs","58850","0","Adrenal Gland","normal","B","1.348","0.902","42.950","3.363","0.062"
"SRR1320560","SRR8233219","G","Hs","66404","0","Brain - Caudate (basal ganglia)","normal","B","2.347","1.205","48.861","7.631","3.146"
"SRR1320579","NA","G","Hs","18114","0","Muscle - Skeletal","normal","B","0.562","0.382","28.161","16.146","0.028"
"SRR1320601","NA","G","Hs","30909","0","Esophagus - Muscularis","normal","B","1.441","8.459","58.253","142.053","1.067"
"SRR1320624","NA","G","Hs","69862","0","Nerve - Tibial","normal","B","1.993","2.819","76.303","15.041","9.288"
"SRR1320650","SRR8233241","G","Hs","77635","0","Vagina","normal","B","1.404","2.706","56.139","13.415","0.169"
"SRR1320691","SRR8233121","G","Hs","21277","0","Cells - Transformed fibroblasts","normal","B","1.101","1.550","84.045","130.092","0.000"
"SRR1320712","NA","G","Hs","133087","0","Artery - Coronary","normal","B","3.083","8.110","75.439","33.976","0.141"
"SRR1320735","SRR8233278","G","Hs","109081","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.744","1.434","78.901","15.387","0.063"
"SRR1320761","SRR8233270","G","Hs","70552","0","Esophagus - Muscularis","normal","B","1.703","6.186","88.383","58.057","0.621"
"SRR1320785","SRR8233299","G","Hs","57545","0","Whole Blood","normal","B","1.075","0.347","197.619","3.028","0.012"
"SRR1320806","SRR8233270","G","Hs","47486","0","Esophagus - Gastroesophageal Junction","normal","B","1.897","9.135","97.416","92.497","1.062"
"SRR1320827","SRR8233679","G","Hs","63599","0","Artery - Aorta","normal","B","1.313","14.497","86.680","74.022","0.015"
"SRR1320873","SRR8233237","G","Hs","96469","0","Brain - Hypothalamus","normal","B","2.257","3.134","122.968","18.900","14.458"
"SRR1320892","SRR8233277","G","Hs","23992","0","Brain - Amygdala","normal","B","1.362","0.670","13.333","1.455","6.567"
"SRR1320916","SRR8233144","G","Hs","45246","0","Brain - Hypothalamus","normal","B","1.776","1.604","52.574","4.599","6.693"
"SRR1320939","SRR8233642","G","Hs","13815","0","Heart - Left Ventricle","normal","B","0.799","0.408","15.396","3.637","0.047"
"SRR1320963","SRR8233276","G","Hs","40398","0","Brain - Frontal Cortex (BA9)","normal","B","1.792","1.818","39.930","8.263","7.549"
"SRR1320987","SRR8233657","G","Hs","107191","0","Nerve - Tibial","normal","B","2.334","4.140","95.538","21.978","10.991"
"SRR1321011","SRR8233223","G","Hs","72422","0","Artery - Tibial","normal","B","2.653","17.400","70.555","141.330","0.591"
"SRR1321029","SRR8233215","G","Hs","75187","0","Adrenal Gland","normal","B","1.286","1.224","66.130","6.443","0.117"
"SRR1321046","SRR8233195","G","Hs","22923","0","Brain - Putamen (basal ganglia)","normal","B","1.369","0.573","12.887","1.637","9.524"
"SRR1321064","NA","G","Hs","24261","0","Cells - Transformed fibroblasts","normal","B","0.696","0.175","84.519","18.323","0.018"
"SRR1321088","NA","G","Hs","38785","0","Cells - Transformed fibroblasts","normal","B","0.810","0.210","92.541","11.347","0.016"
"SRR1321112","SRR8233685","G","Hs","89019","0","Testis","normal","B","1.091","2.439","70.404","7.794","1.401"
"SRR1321144","SRR8233237","G","Hs","98296","0","Esophagus - Gastroesophageal Junction","normal","B","2.605","10.026","122.083","50.523","1.783"
"SRR1321165","SRR8233216","G","Hs","68434","0","Artery - Aorta","normal","B","2.624","9.811","82.629","18.111","0.180"
"SRR1321183","SRR8233161","G","Hs","106851","0","Brain - Nucleus accumbens (basal ganglia)","normal","B","1.996","2.405","73.110","9.983","4.683"
"SRR1321204","SRR8233181","G","Hs","70276","0","Testis","normal","B","1.916","2.839","85.736","13.046","1.053"
"SRR1321225","SRR8233516","G","Hs","40301","18756","Heart - Left Ventricle","normal","B","1.584","1.304","18.418","5.194","0.058"
"SRR1321244","NA","G","Hs","181195","0","Brain - Cerebellar Hemisphere","normal","B","2.452","3.299","113.642","71.317","2.996"
"SRR1321283","SRR8233296","G","Hs","9794","0","Heart - Left Ventricle","normal","B","1.720","0.000","5.491","1.298","0.008"
"SRR1321307","SRR8233682","G","Hs","138600","0","Cells - EBV-transformed lymphocytes","normal","B","1.940","0.588","280.284","0.187","3.512"
"SRR1321333","SRR8233217","G","Hs","54956","0","Esophagus - Gastroesophageal Junction","normal","B","2.774","16.340","85.300","73.714","0.356"
"SRR1321351","NA","G","Hs","44143","0","Lung","normal","B","1.253","1.792","101.801","36.947","2.229"
"SRR1321377","SRR8233270","G","Hs","54244","0","Colon - Sigmoid","normal","B","1.774","3.298","90.402","28.773","2.619"
"SRR1321401","SRR8233108","G","Hs","80248","0","Nerve - Tibial","normal","B","2.017","2.526","95.203","20.311","7.556"
"SRR1321420","SRR8233268","G","Hs","21646","0","Heart - Atrial Appendage","normal","B","0.817","0.736","18.737","4.086","0.031"
"SRR1321444","SRR8233178","G","Hs","92282","0","Nerve - Tibial","normal","B","2.051","3.587","98.722","11.155","0.767"
"SRR1321462","SRR8233178","G","Hs","28850","0","Brain - Putamen (basal ganglia)","normal","B","1.898","0.000","29.884","8.830","4.826"
"SRR1321483","SRR8233155","G","Hs","90918","0","Small Intestine - Terminal Ileum","normal","B","1.176","0.769","75.030","7.449","1.462"
"SRR1321505","SRR8233596","G","Hs","34694","9246","Heart - Left Ventricle","normal","B","1.058","1.102","20.628","4.899","0.069"
"SRR1321528","SRR8233269","G","Hs","65948","0","Lung","normal","B","2.045","2.321","95.234","58.133","0.724"
"SRR1321552","NA","G","Hs","22741","0","Brain - Nucleus accumbens (basal ganglia)","normal","B","1.523","0.940","8.304","0.746","1.634"
"SRR1321570","SRR8233276","G","Hs","55256","0","Artery - Tibial","normal","B","2.724","0.000","81.023","190.617","0.325"
"SRR1321591","SRR8233241","G","Hs","65498","0","Esophagus - Muscularis","normal","B","1.355","11.519","60.091","87.739","1.206"
"SRR1321608","SRR8233254","G","Hs","46750","0","Heart - Atrial Appendage","normal","B","1.817","3.355","44.330","9.533","0.000"
"SRR1321630","NA","G","Hs","82480","0","Skin - Sun Exposed (Lower leg)","normal","B","2.029","2.858","76.129","23.981","0.515"
"SRR1321650","SRR8233280","G","Hs","114660","0","Pituitary","normal","B","1.920","1.041","90.238","5.256","0.258"
"SRR1321674","SRR8233175","G","Hs","17242","0","Brain - Amygdala","normal","B","1.636","1.583","11.876","1.505","4.390"
"SRR1321696","SRR8233676","G","Hs","26972","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.172","0.979","49.227","8.159","0.279"
"SRR1321720","SRR8233640","G","Hs","92861","0","Uterus","normal","B","1.854","6.229","124.249","31.367","0.376"
"SRR1321744","NA","G","Hs","27937","0","Esophagus - Mucosa","normal","B","0.998","1.026","28.233","2.666","0.394"
"SRR1321765","NA","G","Hs","30403","0","Pancreas","normal","B","0.897","0.252","45.429","3.996","0.492"
"SRR1321786","SRR8233237","G","Hs","132890","0","Brain - Caudate (basal ganglia)","normal","B","2.042","1.909","59.007","11.376","8.409"
"SRR1321808","SRR8233109","G","Hs","56286","0","Lung","normal","B","1.142","2.538","91.576","40.340","1.821"
"SRR1321829","SRR8233683","G","Hs","81796","0","Esophagus - Gastroesophageal Junction","normal","B","1.727","16.349","57.135","98.010","0.572"
"SRR1321853","SRR8233185","G","Hs","38244","0","Brain - Spinal cord (cervical c-1)","normal","B","1.687","0.861","39.255","6.502","25.415"
"SRR1321877","SRR8233244","G","Hs","21952","0","Liver","normal","B","1.161","0.724","45.667","2.377","0.100"
"SRR1321897","SRR8233675","G","Hs","109693","0","Minor Salivary Gland","normal","B","1.588","0.843","42.820","6.125","5.311"
"SRR1321921","SRR8233185","G","Hs","126102","0","Nerve - Tibial","normal","B","2.161","2.857","114.343","12.727","1.716"
"SRR1321942","SRR8233678","G","Hs","33518","0","Esophagus - Mucosa","normal","B","1.037","0.784","32.245","2.748","0.111"
"SRR1321966","SRR8233285","G","Hs","135568","0","Brain - Spinal cord (cervical c-1)","normal","B","1.918","0.995","66.404","5.366","35.135"
"SRR1321987","SRR8233114","G","Hs","11997","0","Muscle - Skeletal","normal","B","0.613","0.300","16.565","7.617","0.054"
"SRR1322010","SRR8233161","G","Hs","141354","0","Brain - Cerebellum","normal","B","2.163","2.445","83.839","46.567","8.684"
"SRR1322028","SRR8233206","G","Hs","26238","0","Pancreas","normal","B","0.704","0.568","24.722","2.783","0.912"
"SRR1322046","SRR8233304","G","Hs","44197","0","Adrenal Gland","normal","B","0.992","1.126","49.193","5.855","0.086"
"SRR1322070","SRR8233694","G","Hs","69720","0","Colon - Sigmoid","normal","B","1.995","6.623","55.827","28.845","1.300"
"SRR1322093","SRR8233160","G","Hs","113495","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","2.459","1.413","75.016","11.534","0.038"
"SRR1322115","SRR8233272","G","Hs","83697","0","Vagina","normal","B","1.797","6.482","75.490","46.752","0.859"
"SRR1322163","SRR8233173","G","Hs","151233","0","Brain - Cerebellum","normal","B","2.360","3.093","106.629","53.471","10.303"
"SRR1322186","SRR8233196","G","Hs","34448","0","Colon - Transverse","normal","B","1.064","3.042","72.083","21.929","1.028"
"SRR1322204","NA","G","Hs","20952","0","Cells - Transformed fibroblasts","normal","B","0.759","0.424","99.491","43.231","0.000"
"SRR1322227","SRR8233117","G","Hs","42398","0","Nerve - Tibial","normal","B","1.627","1.789","58.037","11.645","6.483"
"SRR1322249","SRR8233126","G","Hs","47354","0","Breast - Mammary Tissue","normal","B","1.093","2.412","56.663","18.441","0.573"
"SRR1322270","SRR8233251","G","Hs","184820","0","Brain - Cerebellar Hemisphere","normal","B","2.192","2.495","96.775","61.177","2.995"
"SRR1322291","NA","G","Hs","147338","0","Brain - Cerebellum","normal","B","2.289","2.945","78.674","50.434","5.209"
