"Sample","WGS/WES","Source","Organism","Events","Hyper","Body Site/Study","Status","Type","AEI","REI","ADAR","ADARB1","ADARB2"
"SRR1068687","SRR8233673","G","Hs","70899","37029","Esophagus - Gastroesophageal Junction","normal","B","1.945","9.837","107.769","110.507","0.661"
"SRR1068788","SRR8233590","G","Hs","38638","18223","Testis","normal","B","1.044","1.176","64.808","8.449","2.666"
"SRR1068808","SRR8233539","G","Hs","43742","10676","Cells - Transformed fibroblasts","normal","B","1.228","0.821","135.680","66.248","0.000"
"SRR1068832","SRR8233604","G","Hs","58585","20656","Artery - Coronary","normal","B","1.331","18.443","70.764","57.324","0.030"
"SRR1068855","SRR8233664","G","Hs","28657","11837","Muscle - Skeletal","normal","B","0.709","1.002","7.915","6.297","0.052"
"SRR1068880","SRR8233487","G","Hs","30701","2483","Cells - Transformed fibroblasts","normal","B","0.701","0.208","91.786","7.394","0.000"
"SRR1068905","SRR8233547","G","Hs","51938","21774","Testis","normal","B","0.949","0.919","52.382","7.730","1.802"
"SRR1068929","SRR8233519","G","Hs","34174","13365","Esophagus - Muscularis","normal","B","1.263","9.100","72.284","170.546","3.106"
"SRR1068953","SRR8233519","G","Hs","27992","4079","Stomach","normal","B","0.929","0.588","56.117","5.826","0.289"
"SRR1068977","SRR8233656","G","Hs","89684","23667","Breast - Mammary Tissue","normal","B","1.475","1.793","102.982","15.387","1.033"
"SRR1068999","SRR8233602","G","Hs","49092","16618","Breast - Mammary Tissue","normal","B","1.289","1.163","56.867","12.577","0.000"
"SRR1069024","SRR8233651","G","Hs","18991","0","Whole Blood","normal","B","0.970","0.627","65.999","0.619","0.000"
"SRR1069048","SRR8233669","G","Hs","39603","12303","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.170","0.518","50.858","16.084","0.533"
"SRR1069074","SRR8233605","G","Hs","89224","39752","Esophagus - Muscularis","normal","B","1.706","7.516","67.362","191.763","0.762"
"SRR1069097","SRR8233672","G","Hs","48331","18153","Adipose - Subcutaneous","normal","B","1.559","1.586","91.703","17.926","0.249"
"SRR1069121","SRR8233600","G","Hs","40327","7839","Cells - Transformed fibroblasts","normal","B","1.175","0.392","192.421","23.211","0.000"
"SRR1069141","SRR8233602","G","Hs","43724","0","Liver","normal","B","1.625","5.743","46.104","7.996","0.087"
"SRR1069166","SRR8233654","G","Hs","64425","0","Stomach","normal","B","1.482","5.843","98.359","88.528","1.813"
"SRR1069188","NA","G","Hs","91267","74935","Brain - Cerebellum","normal","B","2.501","4.222","95.077","59.382","7.696"
"SRR1069209","SRR8233561","G","Hs","138908","43057","Prostate","normal","B","1.774","2.152","78.194","22.452","0.604"
"SRR1069231","SRR8233532","G","Hs","45901","11811","Esophagus - Mucosa","normal","B","1.336","0.790","52.964","6.637","0.177"
"SRR1069255","NA","G","Hs","60154","11986","Esophagus - Mucosa","normal","B","1.366","0.637","49.430","7.210","0.110"
"SRR1069279","SRR8233648","G","Hs","98134","39650","Thyroid","normal","B","1.919","3.731","113.430","16.236","0.192"
"SRR1069303","SRR8233666","G","Hs","134783","26298","Spleen","normal","B","1.444","1.448","129.253","27.498","0.252"
"SRR1069328","SRR8233515","G","Hs","68896","0","Esophagus - Mucosa","normal","B","1.408","0.742","70.160","6.737","0.966"
"SRR1069352","SRR8233521","G","Hs","45035","7525","Pancreas","normal","B","1.018","0.554","56.936","3.810","0.540"
"SRR1069376","SRR8233672","G","Hs","68883","40670","Artery - Aorta","normal","B","1.960","21.537","79.372","86.014","0.034"
"SRR1069400","SRR8233658","G","Hs","66106","12093","Spleen","normal","B","1.169","0.850","111.550","18.685","0.997"
"SRR1069421","SRR8233610","G","Hs","49158","7964","Adrenal Gland","normal","B","1.197","0.954","64.667","5.741","0.169"
"SRR1069445","NA","G","Hs","38032","0","Cells - Transformed fibroblasts","normal","B","1.261","1.071","145.762","30.145","0.014"
"SRR1069466","SRR8233587","G","Hs","57199","24482","Uterus","normal","B","1.596","4.922","117.319","59.528","0.241"
"SRR1069490","SRR8233509","G","Hs","72880","15852","Cells - Transformed fibroblasts","normal","B","1.413","0.576","170.207","36.188","0.000"
"SRR1069514","SRR8233658","G","Hs","69425","19975","Prostate","normal","B","1.589","1.200","95.161","12.184","0.657"
"SRR1069539","SRR8233535","G","Hs","53402","9585","Spleen","normal","B","1.139","1.058","109.854","17.860","0.083"
"SRR1069564","SRR8233585","G","Hs","40228","10640","Cells - Transformed fibroblasts","normal","B","1.274","0.576","173.802","49.121","0.000"
"SRR1069590","SRR8233527","G","Hs","43081","0","Cells - Transformed fibroblasts","normal","B","0.973","0.175","159.535","26.130","0.000"
"SRR1069614","SRR8233618","G","Hs","48975","10999","Cells - Transformed fibroblasts","normal","B","1.210","0.798","174.008","50.207","0.000"
"SRR1069638","SRR8233671","G","Hs","47056","13080","Adipose - Visceral (Omentum)","normal","B","1.122","1.208","62.036","38.223","0.026"
"SRR1069666","SRR8233614","G","Hs","23539","3805","Esophagus - Mucosa","normal","B","0.892","0.469","40.926","3.597","0.285"
"SRR1069690","SRR8233673","G","Hs","27300","5470","Heart - Atrial Appendage","normal","B","1.028","1.488","27.463","4.771","0.016"
"SRR1069714","SRR8233590","G","Hs","49518","19268","Stomach","normal","B","1.575","8.429","122.864","37.068","0.742"
"SRR1069734","SRR8233567","G","Hs","57952","16271","Testis","normal","B","0.912","1.394","69.681","9.645","2.104"
"SRR1069758","SRR8233592","G","Hs","49678","30679","Esophagus - Muscularis","normal","B","1.755","13.064","75.713","197.994","1.416"
"SRR1069778","SRR8233535","G","Hs","19903","4820","Stomach","normal","B","1.135","0.896","31.911","5.164","0.231"
"SRR1069802","SRR8233673","G","Hs","14334","3566","Heart - Left Ventricle","normal","B","0.943","0.498","10.048","1.792","0.018"
"SRR1069826","SRR8233507","G","Hs","24825","5358","Cells - Transformed fibroblasts","normal","B","1.130","0.812","114.169","117.958","0.000"
"SRR1069850","SRR8233658","G","Hs","36605","10022","Colon - Transverse","normal","B","1.055","7.409","52.161","34.841","0.760"
"SRR1069871","SRR8233525","G","Hs","25169","3378","Esophagus - Mucosa","normal","B","0.809","0.360","39.112","3.490","0.179"
"SRR1069895","SRR8233544","G","Hs","60842","0","Esophagus - Muscularis","normal","B","1.929","11.443","97.377","87.226","0.109"
"SRR1069919","SRR8233577","G","Hs","30891","0","Cells - Transformed fibroblasts","normal","B","1.021","0.252","112.866","26.854","0.000"
"SRR1069943","SRR8233612","G","Hs","149386","0","Colon - Sigmoid","normal","B","1.086","1.397","49.448","4.837","0.058"
"SRR1069967","SRR8233570","G","Hs","70347","39590","Skin - Sun Exposed (Lower leg)","normal","B","1.844","1.515","78.077","19.980","0.202"
"SRR1069991","SRR8233519","G","Hs","47547","7758","Colon - Transverse","normal","B","1.016","2.113","41.915","6.554","1.173"
"SRR1070015","SRR8233657","G","Hs","79805","0","Lung","normal","B","1.389","3.509","77.334","84.734","1.466"
"SRR1070036","SRR8233547","G","Hs","48316","12449","Esophagus - Mucosa","normal","B","1.404","0.548","59.327","5.979","0.271"
"SRR1070060","SRR8233620","G","Hs","27801","6185","Esophagus - Mucosa","normal","B","1.063","0.726","68.229","4.494","0.258"
"SRR1070086","SRR8233479","G","Hs","157981","76406","Nerve - Tibial","normal","B","2.248","4.034","126.605","20.017","1.254"
"SRR1070111","SRR8233557","G","Hs","52478","42467","Artery - Aorta","normal","B","2.025","16.146","86.612","76.069","0.013"
"SRR1070133","SRR8233621","G","Hs","35810","12242","Small Intestine - Terminal Ileum","normal","B","1.317","4.477","59.757","29.079","1.698"
"SRR1070159","SRR8233583","G","Hs","101568","70132","Nerve - Tibial","normal","B","2.361","2.417","112.328","26.477","7.039"
"SRR1070184","SRR8233556","G","Hs","68851","41923","Adipose - Subcutaneous","normal","B","1.773","2.414","90.332","25.728","0.781"
"SRR1070208","SRR8233672","G","Hs","66344","19561","Breast - Mammary Tissue","normal","B","1.440","2.034","84.511","14.851","0.114"
"SRR1070232","SRR8233670","G","Hs","82874","23350","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.353","1.131","51.007","14.168","0.392"
"SRR1070260","SRR8233663","G","Hs","121026","57699","Breast - Mammary Tissue","normal","B","2.084","1.415","124.176","17.310","0.277"
"SRR1070286","SRR8233560","G","Hs","66901","0","Vagina","normal","B","1.811","3.665","83.584","21.074","1.052"
"SRR1070308","SRR8233518","G","Hs","43994","25254","Artery - Coronary","normal","B","1.687","23.167","73.765","160.880","0.228"
"SRR1070332","SRR8233569","G","Hs","49355","17987","Esophagus - Muscularis","normal","B","1.475","6.212","77.216","120.596","0.985"
"SRR1070358","SRR8233674","G","Hs","68901","0","Lung","normal","B","1.173","3.732","63.850","61.657","0.255"
"SRR1070382","SRR8233656","G","Hs","36168","7937","Stomach","normal","B","1.169","0.958","45.353","5.615","0.519"
"SRR1070403","SRR8233621","G","Hs","32995","5715","Pancreas","normal","B","1.067","0.510","54.380","4.340","0.582"
"SRR1070429","SRR8233523","G","Hs","97015","0","Esophagus - Muscularis","normal","B","2.358","10.393","70.023","83.220","0.864"
"SRR1070455","SRR8233615","G","Hs","44180","11307","Cells - Transformed fibroblasts","normal","B","1.191","0.762","111.728","123.936","0.000"
"SRR1070479","SRR8233545","G","Hs","55713","20518","Testis","normal","B","1.022","1.487","62.946","9.706","2.907"
"SRR1070503","SRR8233654","G","Hs","64024","0","Adipose - Subcutaneous","normal","B","1.448","2.229","78.471","24.392","0.195"
"SRR1070525","SRR8233540","G","Hs","36796","9260","Cells - Transformed fibroblasts","normal","B","1.262","0.409","159.818","15.204","0.000"
"SRR1070549","SRR8233521","G","Hs","37804","6329","Stomach","normal","B","1.111","0.579","59.161","7.083","0.298"
"SRR1070573","NA","G","Hs","0","0","Cells - Leukemia cell line (CML)","normal","B","1.007","0.219","81.805","6.135","0.012"
"SRR1070597","SRR8233606","G","Hs","112284","56118","Nerve - Tibial","normal","B","1.887","4.840","101.836","24.832","3.467"
"SRR1070620","SRR8233657","G","Hs","32525","7644","Esophagus - Mucosa","normal","B","1.047","0.740","34.649","5.606","0.251"
"SRR1070641","SRR8233586","G","Hs","96004","147045","Artery - Aorta","normal","B","3.089","19.918","97.894","74.270","0.013"
"SRR1070665","SRR8233574","G","Hs","32319","0","Esophagus - Mucosa","normal","B","0.875","0.712","39.301","6.813","0.219"
"SRR1070689","SRR8233552","G","Hs","59207","26812","Liver","normal","B","1.984","14.283","24.574","2.828","0.008"
"SRR1070713","SRR8233674","G","Hs","45737","10997","Adipose - Visceral (Omentum)","normal","B","1.163","1.402","77.714","16.607","0.081"
"SRR1070738","SRR8233557","G","Hs","60273","17201","Breast - Mammary Tissue","normal","B","1.259","1.090","51.364","10.205","0.109"
"SRR1070764","SRR8233674","G","Hs","82680","17550","Pancreas","normal","B","1.254","3.465","52.409","5.891","2.338"
"SRR1070789","SRR8233574","G","Hs","36721","0","Vagina","normal","B","1.038","0.440","42.642","7.208","0.105"
"SRR1070813","SRR8233667","G","Hs","40307","22240","Whole Blood","normal","B","1.705","0.913","57.382","4.137","1.002"
"SRR1070841","SRR8233656","G","Hs","62521","21419","Skin - Sun Exposed (Lower leg)","normal","B","1.532","1.146","81.307","14.162","0.524"
"SRR1070863","SRR8233657","G","Hs","84682","0","Thyroid","normal","B","1.587","2.912","77.301","11.232","0.106"
"SRR1070884","SRR8233524","G","Hs","53882","7402","Stomach","normal","B","0.920","0.659","61.120","6.146","0.683"
"SRR1070888","SRR8233663","G","Hs","77762","41458","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.919","1.117","49.258","11.140","0.402"
"SRR1070913","SRR8233530","G","Hs","38919","0","Adrenal Gland","normal","B","1.151","1.058","69.088","8.239","0.017"
"SRR1070937","SRR8233603","G","Hs","58346","17663","Cells - Transformed fibroblasts","normal","B","1.319","2.536","103.487","264.616","0.000"
"SRR1070960","SRR8233669","G","Hs","63296","0","Thyroid","normal","B","1.286","2.975","76.918","8.570","0.188"
"SRR1070986","SRR8233641","G","Hs","86257","53929","Brain - Nucleus accumbens (basal ganglia)","normal","B","2.116","2.077","68.416","12.565","10.562"
"SRR1071011","SRR8233555","G","Hs","39422","13171","Esophagus - Muscularis","normal","B","1.342","5.896","85.184","167.278","1.385"
"SRR1071035","SRR8233674","G","Hs","59317","18353","Skin - Sun Exposed (Lower leg)","normal","B","1.502","1.192","90.689","19.694","0.242"
"SRR1071060","SRR8233550","G","Hs","78493","61836","Esophagus - Muscularis","normal","B","2.303","11.307","78.235","107.633","1.613"
"SRR1071084","SRR8233571","G","Hs","57852","57310","Breast - Mammary Tissue","normal","B","1.941","2.697","77.227","17.144","0.219"
"SRR1071105","SRR8233620","G","Hs","59224","0","Minor Salivary Gland","normal","B","1.419","1.001","56.751","6.435","1.425"
"SRR1071131","SRR8233668","G","Hs","92523","0","Esophagus - Gastroesophageal Junction","normal","B","2.123","14.449","92.971","103.739","4.542"
"SRR1071157","SRR8233500","G","Hs","69093","25173","Skin - Sun Exposed (Lower leg)","normal","B","1.651","0.722","81.427","14.306","0.131"
"SRR1071181","SRR8233622","G","Hs","50667","10739","Small Intestine - Terminal Ileum","normal","B","1.266","1.043","84.214","7.976","1.768"
"SRR1071207","SRR8233556","G","Hs","63954","0","Esophagus - Mucosa","normal","B","1.528","0.619","87.791","6.331","0.850"
"SRR1071231","SRR8233669","G","Hs","12347","3952","Muscle - Skeletal","normal","B","0.586","0.301","9.271","10.732","0.020"
"SRR1071289","SRR8233649","G","Hs","12684","12440","Brain - Hypothalamus","normal","B","1.766","1.326","9.100","1.050","3.966"
"SRR1071313","NA","G","Hs","66969","63636","Artery - Coronary","normal","B","2.338","16.178","81.023","88.854","0.021"
"SRR1071337","SRR8233561","G","Hs","21295","1815","Cells - Transformed fibroblasts","normal","B","0.695","0.178","108.141","26.118","0.011"
"SRR1071359","SRR8233598","G","Hs","124510","34782","Fallopian Tube","normal","B","1.833","2.288","100.533","20.018","2.105"
"SRR1071379","SRR8233575","G","Hs","78253","26821","Testis","normal","B","1.700","3.882","130.342","5.934","2.948"
"SRR1071403","SRR8233622","G","Hs","42736","11399","Cells - EBV-transformed lymphocytes","normal","B","1.303","0.206","275.475","0.953","0.346"
"SRR1071429","SRR8233586","G","Hs","32808","25078","Testis","normal","B","0.881","0.898","46.184","7.203","3.618"
"SRR1071453","NA","G","Hs","48936","0","Adipose - Subcutaneous","normal","B","1.291","1.406","64.185","13.123","0.068"
"SRR1071475","SRR8233587","G","Hs","62643","20123","Ovary","normal","B","1.431","1.789","99.585","23.362","0.405"
"SRR1071499","SRR8233589","G","Hs","22814","0","Esophagus - Mucosa","normal","B","0.856","0.569","44.836","7.273","0.161"
"SRR1071519","SRR8233524","G","Hs","32092","4796","Pancreas","normal","B","0.847","1.113","45.244","4.624","1.023"
"SRR1071543","SRR8233664","G","Hs","116973","0","Artery - Tibial","normal","B","2.172","18.801","60.769","237.061","0.109"
"SRR1071568","SRR8233591","G","Hs","84144","22320","Lung","normal","B","1.189","1.475","107.876","37.082","1.794"
"SRR1071594","SRR8233670","G","Hs","18101","0","Muscle - Skeletal","normal","B","0.780","0.473","14.442","14.057","0.008"
"SRR1071620","NA","G","Hs","65492","0","Cells - Transformed fibroblasts","normal","B","1.293","0.759","138.709","32.655","0.008"
"SRR1071644","SRR8233610","G","Hs","77534","48056","Artery - Aorta","normal","B","1.931","17.172","57.294","83.732","0.518"
"SRR1071668","SRR8233544","G","Hs","41539","0","Liver","normal","B","1.573","0.536","73.313","5.443","0.066"
"SRR1071692","SRR8233665","G","Hs","33523","6233","Heart - Left Ventricle","normal","B","0.905","0.604","11.482","2.336","0.104"
"SRR1071717","SRR8233597","G","Hs","42916","0","Bladder","normal","B","1.627","17.165","59.758","113.955","0.775"
"SRR1071737","SRR8233519","G","Hs","45830","14510","Uterus","normal","B","1.330","3.519","112.116","63.150","0.526"
"SRR1071761","SRR8233568","G","Hs","49859","8480","Stomach","normal","B","1.155","1.138","36.946","7.151","0.947"
"SRR1071785","NA","G","Hs","63642","0","Skin - Sun Exposed (Lower leg)","normal","B","1.189","0.686","68.021","21.832","0.194"
"SRR1071807","SRR8233584","G","Hs","43778","29662","Kidney - Cortex","normal","B","1.857","1.992","20.798","2.002","0.219"
"SRR1071832","SRR8233528","G","Hs","135775","0","Vagina","normal","B","2.746","3.225","127.830","24.500","0.215"
"SRR1071856","SRR8233524","G","Hs","64168","18963","Artery - Coronary","normal","B","1.302","8.216","81.815","28.088","0.204"
"SRR1071880","SRR8233643","G","Hs","66042","40439","Brain - Hypothalamus","normal","B","1.942","1.013","66.078","18.685","13.820"
"SRR1071905","SRR8233667","G","Hs","48287","36548","Breast - Mammary Tissue","normal","B","1.743","2.431","52.218","11.175","0.237"
"SRR1071931","SRR8233649","G","Hs","53932","26957","Whole Blood","normal","B","2.297","1.770","92.189","2.973","2.498"
"SRR1071955","SRR8233667","G","Hs","12501","6411","Muscle - Skeletal","normal","B","0.635","0.617","6.557","3.903","0.117"
"SRR1071983","SRR8233517","G","Hs","34294","3849","Cells - Transformed fibroblasts","normal","B","1.023","0.547","94.247","23.257","0.000"
"SRR1072007","SRR8233535","G","Hs","19522","0","Pancreas","normal","B","0.844","0.752","23.840","2.893","1.445"
"SRR1072031","SRR8233614","G","Hs","66549","77345","Artery - Tibial","normal","B","2.279","16.341","81.913","277.474","0.021"
"SRR1072055","SRR8233607","G","Hs","83232","23873","Esophagus - Mucosa","normal","B","1.546","1.194","59.055","8.399","0.238"
"SRR1072078","SRR8233670","G","Hs","47084","45423","Artery - Aorta","normal","B","1.887","22.063","107.163","121.009","0.100"
"SRR1072104","SRR8233662","G","Hs","44174","7861","Pancreas","normal","B","0.899","1.289","31.167","3.895","0.125"
"SRR1072129","SRR8233572","G","Hs","54868","17478","Vagina","normal","B","1.507","0.418","43.886","3.716","0.107"
"SRR1072150","SRR8233668","G","Hs","92597","0","Lung","normal","B","1.511","1.504","74.953","44.433","2.055"
"SRR1072178","SRR8233659","G","Hs","86836","0","Brain - Caudate (basal ganglia)","normal","B","2.411","1.929","56.810","7.694","24.295"
"SRR1072199","SRR8233614","G","Hs","22656","5341","Stomach","normal","B","1.152","0.865","27.086","5.064","0.329"
"SRR1072223","SRR8233515","G","Hs","19614","1758","Cells - Transformed fibroblasts","normal","B","0.696","0.154","102.386","23.085","0.012"
"SRR1072247","NA","G","Hs","69234","17592","Adipose - Subcutaneous","normal","B","1.224","1.803","72.445","18.339","0.032"
"SRR1072269","SRR8233670","G","Hs","69242","43507","Esophagus - Muscularis","normal","B","1.832","9.582","70.286","195.871","1.225"
"SRR1072297","SRR8233549","G","Hs","29999","5172","Esophagus - Mucosa","normal","B","0.955","0.983","38.235","5.530","0.261"
"SRR1072321","NA","G","Hs","30032","0","Cells - Leukemia cell line (CML)","normal","B","1.021","0.193","78.413","5.921","0.013"
"SRR1072345","NA","G","Hs","34446","0","Whole Blood","normal","B","0.906","0.331","146.054","2.622","0.000"
"SRR1072367","SRR8233659","G","Hs","52840","29987","Brain - Frontal Cortex (BA9)","normal","B","1.870","0.835","51.555","4.681","64.410"
"SRR1072388","SRR8233652","G","Hs","37964","10001","Esophagus - Mucosa","normal","B","1.354","1.143","48.395","5.073","0.058"
"SRR1072412","SRR8233596","G","Hs","48832","0","Esophagus - Muscularis","normal","B","1.813","15.067","70.903","87.127","0.318"
"SRR1072432","SRR8233587","G","Hs","32697","15751","Esophagus - Muscularis","normal","B","1.417","8.579","56.219","84.552","1.061"
"SRR1072456","NA","G","Hs","92290","0","Spleen","normal","B","1.719","1.247","153.858","21.492","0.293"
"SRR1072480","SRR8233653","G","Hs","85930","63367","Esophagus - Mucosa","normal","B","2.206","10.655","60.853","168.593","2.267"
"SRR1072504","SRR8233641","G","Hs","92239","53140","Brain - Hypothalamus","normal","B","2.068","2.462","100.380","16.618","11.893"
"SRR1072529","SRR8233666","G","Hs","17588","3787","Whole Blood","normal","B","0.931","0.287","33.232","0.625","0.040"
"SRR1072554","NA","G","Hs","77022","49311","Esophagus - Muscularis","normal","B","2.206","10.381","87.464","184.896","0.207"
"SRR1072578","SRR8233574","G","Hs","43761","0","Colon - Transverse","normal","B","1.058","3.316","46.555","15.568","0.805"
"SRR1072602","SRR8233612","G","Hs","50114","9412","Small Intestine - Terminal Ileum","normal","B","1.091","0.683","51.052","3.653","0.112"
"SRR1072626","SRR8233525","G","Hs","32174","5392","Adrenal Gland","normal","B","1.107","0.884","65.963","4.289","0.199"
"SRR1072650","SRR8233658","G","Hs","12957","387","Heart - Left Ventricle","normal","B","0.797","0.486","12.902","3.449","0.096"
"SRR1072676","SRR8233578","G","Hs","56458","12815","Cells - Transformed fibroblasts","normal","B","1.270","0.542","158.274","28.880","0.010"
"SRR1072700","SRR8233555","G","Hs","52131","11134","Stomach","normal","B","1.163","2.954","80.815","45.607","1.728"
"SRR1072724","SRR8233664","G","Hs","105987","54176","Nerve - Tibial","normal","B","1.862","3.619","90.704","22.610","3.058"
"SRR1072749","SRR8233522","G","Hs","57744","0","Artery - Aorta","normal","B","1.679","16.284","106.736","102.882","0.171"
"SRR1072773","SRR8233546","G","Hs","24123","0","Cells - Transformed fibroblasts","normal","B","0.952","0.146","93.332","18.311","0.000"
"SRR1072797","SRR8233650","G","Hs","55321","46360","Brain - Hypothalamus","normal","B","2.183","4.615","177.233","23.630","8.741"
"SRR1072821","SRR8233537","G","Hs","27722","6987","Stomach","normal","B","1.124","4.720","59.527","19.117","0.383"
"SRR1072845","SRR8233619","G","Hs","50139","0","Testis","normal","B","1.221","1.794","74.329","10.056","2.040"
"SRR1072871","SRR8233674","G","Hs","24405","3975","Whole Blood","normal","B","0.996","0.266","50.537","1.974","0.006"
"SRR1072895","SRR8233663","G","Hs","45882","8183","Cells - Transformed fibroblasts","normal","B","1.032","1.544","87.888","33.090","0.008"
"SRR1072920","SRR8233621","G","Hs","29443","5517","Stomach","normal","B","1.148","0.623","20.485","3.483","0.357"
"SRR1072948","SRR8233522","G","Hs","80644","0","Artery - Coronary","normal","B","1.489","6.365","92.818","34.797","0.224"
"SRR1072972","SRR8233620","G","Hs","34415","7250","Pancreas","normal","B","0.981","0.612","40.701","3.993","1.758"
"SRR1072998","NA","G","Hs","44054","7690","Cells - Leukemia cell line (CML)","normal","B","1.074","0.294","84.350","6.651","0.021"
"SRR1073021","SRR8233588","G","Hs","19795","6379","Pancreas","normal","B","0.918","0.796","31.575","2.959","0.375"
"SRR1073045","SRR8233519","G","Hs","47985","11581","Vagina","normal","B","1.190","2.093","53.401","14.134","0.919"
"SRR1073069","SRR8233667","G","Hs","69167","0","Prostate","normal","B","1.806","0.975","75.249","25.505","0.189"
"SRR1073095","SRR8233564","G","Hs","71328","11249","Vagina","normal","B","1.219","0.554","45.143","5.636","0.036"
"SRR1073119","SRR8233578","G","Hs","50344","67194","Lung","normal","B","2.354","4.088","84.001","75.297","1.446"
"SRR1073143","SRR8233650","G","Hs","51426","33528","Brain - Anterior cingulate cortex (BA24)","normal","B","2.064","2.895","79.414","22.118","9.168"
"SRR1073167","SRR8233551","G","Hs","21285","4201","Pancreas","normal","B","0.755","0.540","22.956","3.361","1.189"
"SRR1073191","SRR8233669","G","Hs","34297","19576","Esophagus - Muscularis","normal","B","1.495","9.334","57.944","149.696","2.498"
"SRR1073217","SRR8233662","G","Hs","85739","11018","Colon - Transverse","normal","B","0.978","0.735","74.188","3.646","0.119"
"SRR1073242","SRR8233489","G","Hs","47810","9506","Cells - Transformed fibroblasts","normal","B","1.075","2.223","95.078","54.700","0.018"
"SRR1073267","SRR8233672","G","Hs","83732","14945","Thyroid","normal","B","1.438","3.695","100.229","10.569","0.071"
"SRR1073291","SRR8233670","G","Hs","52012","25748","Skin - Sun Exposed (Lower leg)","normal","B","1.675","2.092","65.954","20.086","0.580"
"SRR1073317","SRR8233649","G","Hs","39336","11564","Cells - Transformed fibroblasts","normal","B","1.262","2.554","103.841","172.236","0.027"
"SRR1073341","SRR8233574","G","Hs","71562","13917","Thyroid","normal","B","1.385","2.398","89.707","7.340","0.130"
"SRR1073365","SRR8233527","G","Hs","36526","6789","Adrenal Gland","normal","B","1.166","0.712","58.078","5.840","0.214"
"SRR1073389","SRR8233585","G","Hs","97350","19267","Ovary","normal","B","1.291","0.857","106.073","12.469","0.107"
"SRR1073413","SRR8233656","G","Hs","85122","24986","Cells - EBV-transformed lymphocytes","normal","B","1.680","0.400","307.132","0.319","3.269"
"SRR1073435","SRR8233563","G","Hs","58618","20478","Liver","normal","B","1.807","0.835","41.709","2.979","0.068"
"SRR1073459","SRR8233551","G","Hs","27160","0","Stomach","normal","B","1.124","1.173","42.658","6.286","0.436"
"SRR1073483","SRR8233568","G","Hs","59568","30451","Uterus","normal","B","1.842","3.308","105.874","43.166","0.346"
"SRR1073507","SRR8233569","G","Hs","75094","14224","Spleen","normal","B","1.255","1.739","103.625","14.977","0.154"
"SRR1073531","SRR8233654","G","Hs","53724","23895","Testis","normal","B","1.151","1.629","54.463","8.820","2.430"
"SRR1073553","SRR8233670","G","Hs","144231","62418","Nerve - Tibial","normal","B","2.155","2.541","107.713","22.342","6.033"
"SRR1073581","SRR8233539","G","Hs","65174","27612","Adipose - Subcutaneous","normal","B","1.628","1.978","90.796","20.814","0.243"
"SRR1073605","SRR8233668","G","Hs","52027","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.236","0.491","52.338","14.911","0.326"
"SRR1073631","SRR8233673","G","Hs","34414","5706","Esophagus - Mucosa","normal","B","1.048","0.556","35.620","4.183","0.069"
"SRR1073655","SRR8233526","G","Hs","53137","8930","Colon - Transverse","normal","B","1.139","3.484","56.676","7.353","0.142"
"SRR1073679","SRR8233657","G","Hs","67540","0","Whole Blood","normal","B","1.249","0.315","45.931","1.447","0.008"
"SRR1073705","SRR8233667","G","Hs","73645","133697","Artery - Aorta","normal","B","3.153","20.217","87.926","137.944","0.127"
"SRR1073731","SRR8233673","G","Hs","71743","26596","Skin - Sun Exposed (Lower leg)","normal","B","1.691","0.858","71.636","23.216","0.089"
"SRR1073755","SRR8233492","G","Hs","51633","42367","Brain - Spinal cord (cervical c-1)","normal","B","2.055","0.728","40.243","2.532","20.203"
"SRR1073775","SRR8233567","G","Hs","34705","5993","Adrenal Gland","normal","B","1.051","2.475","74.040","9.171","0.268"
"SRR1073878","SRR8233661","G","Hs","100470","41189","Ovary","normal","B","2.149","0.283","104.507","10.410","0.012"
"SRR1073923","SRR8233672","G","Hs","58984","41588","Artery - Coronary","normal","B","2.085","19.861","89.525","108.463","0.036"
"SRR1073947","SRR8233512","G","Hs","78498","13827","Spleen","normal","B","1.214","1.548","115.354","22.517","0.113"
"SRR1073971","SRR8233589","G","Hs","37357","11985","Colon - Transverse","normal","B","1.184","3.535","79.830","58.914","1.831"
"SRR1073991","SRR8233619","G","Hs","24522","4765","Pancreas","normal","B","0.955","0.254","39.883","3.485","0.808"
"SRR1074017","SRR8233556","G","Hs","30189","6066","Cells - Transformed fibroblasts","normal","B","1.097","0.693","99.186","80.387","0.010"
"SRR1074041","SRR8233636","G","Hs","59962","16019","Skin - Sun Exposed (Lower leg)","normal","B","1.338","0.803","75.434","13.271","0.495"
"SRR1074066","SRR8233581","G","Hs","19848","5498","Stomach","normal","B","1.188","2.794","27.419","10.062","0.289"
"SRR1074090","SRR8233622","G","Hs","19513","5847","Pancreas","normal","B","0.918","0.225","22.035","3.403","1.908"
"SRR1074116","SRR8233575","G","Hs","76536","22378","Artery - Coronary","normal","B","1.383","4.006","181.293","28.575","0.139"
"SRR1074140","SRR8233587","G","Hs","72764","22000","Fallopian Tube","normal","B","1.405","1.654","118.825","22.526","0.756"
"SRR1074164","SRR8233664","G","Hs","169875","110819","Brain - Cerebellar Hemisphere","normal","B","2.503","2.869","76.821","54.238","1.755"
